experiment,T,pctl,rep,fold,test_positive_rate,model,accuracy,precision,recall,f1,roc_auc,pr_auc,task_seconds
threshold,2,50,2,2,0.4979919678714859,Eigenvector,51.40562248995983,100.0,2.4193548387096775,4.724409448818897,0.9951612903225807,0.995089517983604,70.3
threshold,2,50,2,2,0.4979919678714859,LogReg,99.19678714859438,99.19354838709677,99.19354838709677,99.19354838709677,0.9996129032258064,0.9996173822787915,70.3
threshold,2,50,2,2,0.4979919678714859,RandomForest,98.39357429718876,98.38709677419355,98.38709677419355,98.38709677419355,0.998967741935484,0.9989642749213423,70.3
threshold,2,50,2,2,0.4979919678714859,MLP,97.99196787148594,98.3739837398374,97.58064516129032,97.97570850202429,0.9993548387096775,0.9993578363518943,70.3
threshold,2,50,2,2,0.4979919678714859,GCN,90.36144578313254,87.31343283582089,94.35483870967742,90.69767441860465,0.9796129032258065,0.9844568849418834,70.3
threshold,2,50,2,2,0.4979919678714859,GraphSAGE,99.59839357429718,100.0,99.19354838709677,99.59514170040485,1.0,0.9999999999999999,70.3
threshold,2,50,2,2,0.4979919678714859,GAT-LR,98.39357429718876,99.18032786885246,97.58064516129032,98.3739837398374,0.9962580645161291,0.9973253718663411,70.3
threshold,2,50,2,3,0.4979919678714859,Majority,50.20080321285141,0.0,0.0,0.0,0.5,0.4979919678714859,70.9
threshold,2,50,2,3,0.4979919678714859,Degree,52.610441767068274,100.0,4.838709677419355,9.230769230769232,0.9840967741935484,0.9834665148041347,70.9
threshold,2,50,2,3,0.4979919678714859,Eigenvector,53.01204819277109,100.0,5.64516129032258,10.687022900763358,0.9935483870967742,0.9934034641193511,70.9
threshold,2,50,2,3,0.4979919678714859,LogReg,97.99196787148594,96.8503937007874,99.19354838709677,98.00796812749005,0.9992903225806451,0.999303348506672,70.9
threshold,2,50,2,3,0.4979919678714859,RandomForest,97.18875502008032,94.65648854961832,100.0,97.25490196078431,0.9983225806451612,0.9983006262779245,70.9
threshold,2,50,2,3,0.4979919678714859,MLP,97.59036144578313,95.38461538461539,100.0,97.63779527559055,0.9992903225806451,0.9992823468815404,70.9
threshold,2,50,2,3,0.4979919678714859,GCN,88.75502008032129,84.28571428571429,95.16129032258065,89.39393939393939,0.9727096774193548,0.975099180988633,70.9
threshold,2,50,2,3,0.4979919678714859,GraphSAGE,98.39357429718876,96.875,100.0,98.4126984126984,0.9993548387096775,0.9993504387342187,70.9
threshold,2,50,2,3,0.4979919678714859,GAT-LR,97.59036144578313,96.82539682539682,98.38709677419355,97.6,0.9841935483870967,0.9740007903711065,70.9
threshold,2,50,2,4,0.5020080321285141,Majority,49.79919678714859,0.0,0.0,0.0,0.5,0.5020080321285141,68.8
threshold,2,50,2,4,0.5020080321285141,Degree,58.63453815261044,100.0,17.599999999999998,29.931972789115648,0.9790322580645161,0.9777671232487929,68.8
threshold,2,50,2,4,0.5020080321285141,Eigenvector,57.831325301204814,100.0,16.0,27.586206896551722,0.996,0.9959897972985451,68.8
threshold,2,50,2,4,0.5020080321285141,LogReg,97.18875502008032,96.82539682539682,97.6,97.21115537848605,0.9970322580645161,0.9969565921887474,68.8
threshold,2,50,2,4,0.5020080321285141,RandomForest,97.18875502008032,96.82539682539682,97.6,97.21115537848605,0.9951935483870967,0.9944683727583512,68.8
threshold,2,50,2,4,0.5020080321285141,MLP,98.39357429718876,98.4,98.4,98.4,0.9975483870967743,0.9974855871959616,68.8
threshold,2,50,2,4,0.5020080321285141,GCN,84.33734939759037,77.92207792207793,96.0,86.02150537634408,0.9679354838709677,0.9745821613339722,68.8
threshold,2,50,2,4,0.5020080321285141,GraphSAGE,97.18875502008032,96.09375,98.4,97.23320158102767,0.9970967741935485,0.9970376518679214,68.8
threshold,2,50,2,4,0.5020080321285141,GAT-LR,94.77911646586345,95.16129032258065,94.39999999999999,94.77911646586345,0.9847096774193549,0.9848234562161677,68.8
threshold,2,90,0,0,0.10040160642570281,Majority,89.95983935742971,0.0,0.0,0.0,0.5,0.10040160642570281,73.9
threshold,2,90,0,0,0.10040160642570281,Degree,97.18875502008032,100.0,72.0,83.72093023255815,0.9966964285714286,0.9728444673605964,73.9
threshold,2,90,0,0,0.10040160642570281,Eigenvector,95.98393574297188,100.0,60.0,75.0,0.9958928571428571,0.966876469457579,73.9
threshold,2,90,0,0,0.10040160642570281,LogReg,98.79518072289156,89.28571428571429,100.0,94.33962264150944,0.9998214285714286,0.9984615384615385,73.9
threshold,2,90,0,0,0.10040160642570281,RandomForest,98.39357429718876,92.0,92.0,92.0,0.99875,0.9896031746031746,73.9
threshold,2,90,0,0,0.10040160642570281,MLP,99.59839357429718,96.15384615384616,100.0,98.0392156862745,1.0,1.0,73.9
threshold,2,90,0,0,0.10040160642570281,GCN,85.94377510040161,41.66666666666667,100.0,58.82352941176471,0.9848214285714285,0.9207471871314237,73.9
threshold,2,90,0,0,0.10040160642570281,GraphSAGE,99.59839357429718,96.15384615384616,100.0,98.0392156862745,1.0,1.0,73.9
threshold,2,90,0,0,0.10040160642570281,GAT-LR,97.59036144578313,80.64516129032258,100.0,89.28571428571429,0.9960714285714285,0.9494092919374788,73.9
threshold,2,90,0,1,0.10040160642570281,Majority,89.95983935742971,0.0,0.0,0.0,0.5,0.10040160642570281,87.9
threshold,2,90,0,1,0.10040160642570281,Degree,91.56626506024097,100.0,16.0,27.586206896551722,0.998125,0.9795769985974755,87.9
threshold,2,90,0,1,0.10040160642570281,Eigenvector,91.96787148594377,100.0,20.0,33.33333333333333,0.9948214285714285,0.9551777380962145,87.9
threshold,2,90,0,1,0.10040160642570281,LogReg,99.19678714859438,92.5925925925926,100.0,96.15384615384616,1.0,1.0,87.9
threshold,2,90,0,1,0.10040160642570281,RandomForest,99.19678714859438,96.0,96.0,96.0,0.9996428571428572,0.9968615384615385,87.9
threshold,2,90,0,1,0.10040160642570281,MLP,99.19678714859438,96.0,96.0,96.0,0.9996428571428572,0.9968615384615386,87.9
threshold,2,90,0,1,0.10040160642570281,GCN,83.53413654618474,37.878787878787875,100.0,54.94505494505495,0.9864285714285714,0.9065768534849089,87.9
threshold,2,90,0,1,0.10040160642570281,GraphSAGE,99.59839357429718,96.15384615384616,100.0,98.0392156862745,1.0,1.0,87.9
threshold,2,90,0,1,0.10040160642570281,GAT-LR,95.98393574297188,71.42857142857143,100.0,83.33333333333334,0.9807142857142858,0.7314530059185667,87.9
threshold,2,90,0,3,0.10040160642570281,Majority,89.95983935742971,0.0,0.0,0.0,0.5,0.10040160642570281,84.9
threshold,2,90,0,3,0.10040160642570281,Degree,93.17269076305222,100.0,32.0,48.484848484848484,0.9959821428571428,0.9574598253068949,84.9
threshold,2,90,0,3,0.10040160642570281,Eigenvector,94.77911646586345,100.0,48.0,64.86486486486487,0.9853571428571429,0.8846427159676045,84.9
threshold,2,90,0,3,0.10040160642570281,LogReg,96.78714859437751,75.75757575757575,100.0,86.20689655172413,0.9967857142857143,0.9745879258422737,84.9
threshold,2,90,0,3,0.10040160642570281,RandomForest,98.79518072289156,92.3076923076923,96.0,94.11764705882352,0.9985714285714286,0.9885897435897436,84.9
threshold,2,90,0,3,0.10040160642570281,MLP,98.39357429718876,100.0,84.0,91.30434782608695,0.9971428571428571,0.9796041055718476,84.9
threshold,2,90,0,3,0.10040160642570281,GCN,89.1566265060241,48.07692307692308,100.0,64.93506493506493,0.9698214285714285,0.81329828067694,84.9
threshold,2,90,0,3,0.10040160642570281,GraphSAGE,98.79518072289156,95.83333333333334,92.0,93.87755102040816,0.9982142857142857,0.9854830917874396,84.9
threshold,2,90,0,3,0.10040160642570281,GAT-LR,95.58232931726907,69.44444444444444,100.0,81.9672131147541,0.9762500000000001,0.7101754012021515,84.9
threshold,2,90,0,2,0.10040160642570281,Majority,89.95983935742971,0.0,0.0,0.0,0.5,0.10040160642570281,88.2
threshold,2,90,0,2,0.10040160642570281,Degree,96.78714859437751,94.73684210526315,72.0,81.81818181818183,0.9957142857142858,0.9607635610766048,88.2
threshold,2,90,0,2,0.10040160642570281,Eigenvector,94.37751004016064,100.0,44.0,61.111111111111114,0.985,0.8799925703270356,88.2
threshold,2,90,0,2,0.10040160642570281,LogReg,97.18875502008032,78.125,100.0,87.71929824561403,0.99875,0.9906580645161291,88.2
