experiment,rep,fold,model,accuracy,precision,recall,f1,roc_auc,pr_auc,task_seconds
sfari,3,2,RandomForest,73.04347826086956,35.41666666666667,35.41666666666667,35.41666666666667,0.6177884615384616,0.33839854628264027,74.1
sfari,3,2,MLP,81.73913043478261,65.0,27.083333333333332,38.23529411764706,0.7048992673992673,0.44067489669290033,74.1
sfari,3,2,GCN,67.3913043478261,33.33333333333333,56.25,41.86046511627907,0.6762820512820513,0.3821597737182967,74.1
sfari,3,2,GraphSAGE,68.69565217391305,32.857142857142854,47.91666666666667,38.983050847457626,0.6686126373626373,0.3957674641221123,74.1
sfari,3,2,GAT-LR,72.60869565217392,39.130434782608695,56.25,46.15384615384615,0.6840659340659341,0.36344774122311657,74.1
sfari,4,1,Majority,79.56521739130434,0.0,0.0,0.0,0.5,0.20434782608695654,47.3
sfari,4,1,Degree,80.43478260869566,56.25,19.148936170212767,28.57142857142857,0.6057435181955586,0.3611334680139798,47.3
sfari,4,1,Eigenvector,79.56521739130434,50.0,12.76595744680851,20.33898305084746,0.6222532263690268,0.3457930770137691,47.3
sfari,4,1,SFARI reports (diagnostic),82.17391304347827,87.5,14.893617021276595,25.454545454545453,0.782234623880944,0.6120701110289749,47.3
sfari,4,1,LogReg,68.69565217391305,29.508196721311474,38.297872340425535,33.33333333333333,0.6109754679688408,0.34100777357949363,47.3
sfari,4,1,RandomForest,70.0,23.809523809523807,21.27659574468085,22.47191011235955,0.5636553889082665,0.28095603356660975,47.3
