gene,ic,label,degree,score_LogReg,score_RandomForest,score_GradBoost,score_MLP,score_GCN,score_GraphSAGE,score_GAT-LR,sfari_score,eagle,syndromic
BIRC6,0.0531004016064257,0,33,0.500958634674049,0.6380000000000001,0.4595296343924424,0.22479224188282917,0.5187917798757553,0.054695230931884,0.33391868325998075,2.0,,0.0
PRPF19,0.0480481927710843,0,39,0.4798142416386771,0.571,0.6810286641096108,0.28281593103064706,0.10848180763423443,0.015881979276315406,0.3324165952508338,3.0,,0.0
ZEB2,0.0497028112449799,0,16,0.14396671901845814,0.121,0.008633937318946539,0.0017222958558590798,0.7741790115833282,0.01875714206835255,0.3304765425855294,3.0,,0.0
PAX5,0.0515341365461847,0,28,0.365936723099569,0.28049999999999997,0.023052033377680418,0.10365239569170354,0.7268068492412567,0.014610105258602957,0.32621632656810107,1.0,5.75,0.0
EEF1A2,0.0491646586345381,0,20,0.0965425433049262,0.036000000000000004,0.0005141631711815576,0.0006516819094892492,0.6580752730369568,0.02425783235594281,0.3159925111103803,,,1.0
CDK8,0.0591887550200803,1,27,0.6634602595845736,0.0865,0.004671285042792224,0.35844379287831973,0.6984282732009888,0.40674259793013334,0.3133379267528653,,,1.0
H1-4,0.0361124497991967,0,12,0.0063025186504124045,0.0,0.0001517114267076554,3.839782175843678e-05,0.6825916469097137,0.0007001262939105857,0.3037578216399197,,,1.0
HTR3C,0.0389558232931726,0,16,0.006778353874252861,0.0,0.0001424771537362958,3.0784873988884176e-05,0.697332352399826,0.003028291197296862,0.2946270059328526,3.0,,0.0
ARHGEF9,0.0546746987951807,0,35,0.5219441537620304,0.4565,0.12144958729205652,0.3767354939142009,0.829217255115509,0.5932791847735643,0.2905991611769423,1.0,14.2,1.0
GABRA4,0.0548032128514056,0,34,0.3696334101543614,0.43849999999999995,0.019793325961019403,0.12309631839211516,0.8305600583553314,0.23191445507109165,0.2902833870612085,2.0,,0.0
CACNA1E,0.0423855421686747,0,28,0.039855281864312295,0.011,0.0001842043123885601,0.0008008882059137011,0.6726591512560844,0.016281939460895956,0.2759468201547861,1.0,7.5,0.0
PHF2,0.0371646586345381,0,19,0.04416147869295226,0.011,0.0006560775562251201,0.00015468950745333322,0.7327912300825119,0.018066909862682223,0.261464832816273,1.0,4.25,0.0
TAF6,0.0506586345381526,0,33,0.6108361090519829,0.504,0.052755901837951265,0.5332589030214151,0.6865831092000008,0.0564587670378387,0.2533246317325393,2.0,,0.0
FAT1,0.0553333333333333,0,24,0.31485284929297724,0.2435,0.025174037843083426,0.05246418006285083,0.6991979628801346,0.022258246317505836,0.24415657129429746,2.0,,0.0
RSF1,0.048859437751004,0,22,0.15164295436111375,0.030999999999999996,0.0018598548903862278,0.005634560517013859,0.6781181916594505,0.005895477497941268,0.23672388994600624,3.0,,0.0
OXTR,0.0422650602409638,0,30,0.13745118898537298,0.022000000000000002,0.00016736044581354718,0.0023327418326147065,0.7070410698652267,0.010158710952964611,0.23622704716399312,2.0,,0.0
CADM1,0.0459357429718875,0,25,0.08510027466645043,0.006,0.00016678604356849342,0.0012981358777833028,0.7629459947347641,0.026532289091846906,0.2326269700861303,2.0,,0.0
HMGN1,0.0522489959839357,0,31,0.32624620754807027,0.1245,0.00024421825341353623,0.04070998207421042,0.09936284925788641,0.021204994816798717,0.22690915130078793,2.0,,0.0
PPP2R5C,0.0527068273092369,0,28,0.46802684144417095,0.168,0.004469276196425698,0.14794872286386482,0.78188855946064,0.16535693034529686,0.21164820133708417,3.0,,1.0
DPYSL2,0.0521927710843373,0,36,0.4026050244553079,0.0825,0.004284222920796667,0.0363478540195569,0.20197130180895329,0.08212183968862519,0.20933982415590435,1.0,1.0,0.0
MBD3,0.0488032128514056,0,21,0.1271325770309641,0.024500000000000004,0.0017460398089663388,0.002604459157134916,0.7984707951545715,0.002438355793856317,0.20861568810141762,2.0,,0.0
ACTN4,0.0468755020080321,0,29,0.22406732185921285,0.028999999999999998,0.00027721104179218253,0.004083479174469881,0.6520792841911316,0.007512463872899389,0.20611637271940708,2.0,,0.0
NFE2L3,0.0040160642570281,0,2,2.2900491603274127e-06,0.0,0.00014309916072417067,1.1237875598518664e-09,0.12149019353091717,0.0033835926509283537,0.20163676729373492,2.0,,0.0
MYCBP2,0.0132530120481927,0,12,0.0001985036354477117,0.0,0.00014971694744962205,4.5584382983411014e-07,0.03276357263973173,0.01172384508822688,0.20135874434708967,1.0,,0.0
SOX5,0.0347309236947791,0,25,0.06323389451812277,0.013500000000000002,0.00014021614113389827,0.0008353557619852646,0.13360657170414925,0.014597196495742537,0.20104874670505524,1.0,17.6,1.0
CDK13,0.038152610441767,0,20,0.029570993132539206,0.005,0.00013954663926325845,0.00024722079959619496,0.10692343860864639,0.02806544690974988,0.19990078621776775,,,1.0
XPC,0.0337911646586345,0,14,0.011715091293960016,0.008,0.0001470267826796174,8.350237717850216e-05,0.7705231159925461,0.014144274158063297,0.1972451134788571,,,1.0
MAST1,0.008289156626506,0,2,1.1260713606019245e-05,0.0,0.00011799405435167435,6.741409715391691e-09,0.444219134747982,0.0047366923813330075,0.19663251959718764,3.0,,0.0
WWOX,0.0496064257028112,0,28,0.36317294509526576,0.226,0.05841222791308706,0.01300909234835267,0.3171837292611599,0.0397260207682848,0.19631249079247937,2.0,,0.0
CPSF7,0.0295261044176706,0,21,0.0030670421736266108,0.0,0.00015370812640023917,4.3524189388835295e-05,0.11473206151276827,0.016800886060337916,0.19405149613157846,1.0,,0.0
SND1,0.0423935742971887,0,22,0.04243625531000295,0.002,0.000151511174378228,0.00048564568397925425,0.7540472596883774,0.017641720051415177,0.19262585090473294,2.0,,0.0
AHDC1,0.0038875502008032,0,2,1.491845521747294e-06,0.0,0.00012837887463759971,1.4667881715466108e-09,0.06129972590133548,0.0009944308610783487,0.1900519002811052,1.0,14.25,1.0
DNER,0.0205943775100401,0,13,0.0010852343143021672,0.0,0.00015014564948424757,5.3650730565938135e-06,0.3760695494711399,0.013487028512145116,0.18970746488776058,2.0,,0.0
FRRS1L,0.0129638554216867,0,6,6.505141848897612e-05,0.0,0.00011728862078042638,3.9079739101304896e-07,0.07581632118672132,0.002196324789690945,0.18970608552488014,3.0,,0.0
WDFY4,0.0059678714859437,0,4,1.0270361159491397e-05,0.0,0.00013799228376162615,7.666585753720119e-08,0.0424846502719447,0.00642727028352752,0.18968720724296873,2.0,,0.0
BTAF1,0.0361767068273092,0,21,0.010618437976505383,0.002,0.00013199272827230194,0.0003403578249696344,0.4809788390994072,0.014955202956285163,0.18927540848380886,2.0,,0.0
TLE3,0.0539036144578313,0,24,0.3335341129161298,0.19499999999999998,0.011534574913325253,0.05123248239667404,0.7508460879325867,0.030487116114066737,0.18847630370555635,1.0,,0.0
NCKAP1,0.0482168674698795,0,34,0.381962674230783,0.055,0.000603816457446762,0.02898722243582526,0.59147097915411,0.010854443185962737,0.18844307818856976,1.0,24.75,0.0
CACNA2D3,0.0411726907630522,0,26,0.04434143487441726,0.0,0.0001407331848821888,0.0006968102984604943,0.742841437458992,0.029119049897417426,0.18774103373289108,1.0,3.75,0.0
UNC79,0.0284176706827309,0,20,0.0015270057906834654,0.0,0.00012161993357190095,6.410756963042868e-06,0.13473710406105965,0.012769873361200834,0.1844332303738916,2.0,,0.0
CDH10,0.0539919678714859,0,35,0.6216142834562803,0.238,0.016197652113479878,0.6325897598124698,0.5611801296472549,0.1758712399750948,0.18395689093197476,2.0,,0.0
KCNJ10,0.0433734939759036,0,29,0.0466172791291053,0.0045000000000000005,0.00015552113908498034,0.0007781229183640534,0.5189522877335548,0.02125525171993797,0.1827879642478365,2.0,,0.0
IRF2BPL,0.0069477911646586,0,1,1.1282829975019259e-05,0.0,0.0001471973566672946,1.4261183321052556e-09,0.4202529899775982,0.31740006199106574,0.18253593496716838,1.0,9.0,1.0
MBD4,0.0233012048192771,0,14,0.0015331539870015289,0.0,0.0001487187751639663,3.917998043656148e-06,0.5109798982739449,8.586116067388978e-06,0.18161135082118562,2.0,,0.0
RANBP17,0.0043855421686746,0,2,2.2530227983063233e-06,0.0,0.00014046046958561133,1.3760989875738462e-08,0.13309847749769688,1.989101553968866e-06,0.17828686860941698,2.0,,0.0
PAK1,0.0512369477911646,0,39,0.5862504872435749,0.20550000000000002,0.016756374346849283,0.20785008345526712,0.43482761085033417,0.07709342298039701,0.17798789496009704,,,1.0
ZBTB18,0.0075020080321285,0,4,1.8205528020775994e-05,0.0,0.00015269668187190339,2.4436486639716e-07,0.507381584495306,0.0030213648438219645,0.17614865840823768,,,1.0
NAA15,0.0232208835341365,0,12,0.0013516394953372386,0.001,0.00014346902334966182,1.0703773823220566e-06,0.20843245089054108,0.006040835364274244,0.17582687253889162,1.0,31.7,1.0
GABRG3,0.0390522088353413,0,26,0.05414233479283373,0.0015,0.00013677598052559486,0.0007061214103606412,0.573596827685833,0.0003530956357785005,0.17546331501216628,2.0,,0.0
GLRA2,0.0137590361445783,0,8,0.00018307157588656888,0.0,0.00014248534567253427,2.034477815234442e-06,0.1154950000345707,0.004711201036365697,0.17421346534683835,2.0,,0.0
CXXC5,0.0057028112449799,0,4,4.3379201839058234e-06,0.0,0.00014867006102371071,3.338359740166464e-08,0.4877920188009739,0.0019164107301229034,0.17352586473452902,3.0,,0.0
NR4A2,0.0452690763052208,0,26,0.07298117501171655,0.0025,0.00015737381369511203,0.00043296413604254456,0.6652402952313423,0.0037229682461727975,0.17286986874241245,1.0,11.5,0.0
SCGN,0.0156546184738955,0,8,9.061258453492538e-05,0.0,0.00014981528978061983,3.210381531209354e-07,0.2089486736804247,0.0017942227127720756,0.17062796397975788,3.0,,0.0
ZMYM2,0.0342489959839357,0,25,0.04417661887565723,0.0,0.00012802999186678726,0.00024546128015858604,0.6040702015161514,0.00030550232986570336,0.16970986538444777,2.0,,1.0
HNRNPR,0.0505622489959839,0,30,0.4555715414049771,0.1015,0.0002216251635422361,0.15435395746583613,0.4908393993973732,0.049091290682554245,0.1681401147507131,2.0,4.6,1.0
ARHGAP32,0.0490763052208835,0,19,0.08989016846559557,0.049999999999999996,0.0009567704498767057,0.0007226437430121485,0.7351596802473068,0.006219466697075404,0.16739010356832296,2.0,,0.0
MED12L,0.0151967871485943,0,10,0.00024197953014238878,0.0,0.00014378448349008563,3.7101590906728268e-06,0.15501785278320312,0.014713599400082954,0.16518148826617107,2.0,,1.0
OXT,0.0456224899598393,0,32,0.23181156805472758,0.013,0.0005111462457557472,0.006160568609378037,0.71097132563591,0.02591760893119499,0.16068555795936845,2.0,,0.0
ECPAS,0.0141767068273092,0,12,0.00025441357209967107,0.0,0.00012380018705997138,3.321994816021785e-06,0.1860809102654457,0.0073751371078287775,0.16031804843560152,2.0,,0.0
SENP6,0.0152690763052208,0,11,0.00011845270851259204,0.0,0.00015831751726866144,8.835623434555288e-08,0.08368613198399544,0.015756913902464476,0.15789421885135013,3.0,,0.0
BAZ2B,0.0199196787148594,0,9,0.00041946490172799054,0.0,0.00015815481107536912,4.1776847946780324e-06,0.45891254395246506,0.0021899979341384324,0.1533500231744256,1.0,7.35,0.0
CDK19,0.0319839357429718,0,16,0.008114933130530202,0.0,0.00012929662537277683,5.7714334415513026e-05,0.5472993776202202,0.0022475837322951664,0.15182612009767366,3.0,,1.0
AGAP2,0.0369076305220883,0,17,0.009925269102403803,0.0,0.00015964042155910182,3.9138871782870614e-05,0.8302244693040848,0.027254472914137295,0.15109883242985234,2.0,3.25,0.0
SETDB2,0.0288353413654618,0,15,0.003421187130821371,0.0,0.0001610392897004352,4.7071491396818036e-05,0.6279665157198906,0.008623896388966212,0.15082703742564263,2.0,,0.0
NFIX,0.0161767068273092,0,11,0.0004367452960251933,0.0,0.0001300108391753987,6.006100835886559e-06,0.3029147498309612,0.00857548309249978,0.15014414091092476,,,1.0
CNKSR2,0.0466666666666666,0,23,0.1196588338351913,0.0115,0.000146354331480742,0.0026509188949701626,0.6877315491437912,0.02313017945882899,0.1500552528505068,2.0,,1.0
DHX30,0.0257831325301204,0,17,0.0024925066673789696,0.0005,0.0001365007545081774,2.055323571442278e-05,0.3504669964313507,0.01105405715043162,0.14820200853137067,,,1.0
CNOT1,0.0535903614457831,0,33,0.45871534118723983,0.5375,0.04976519730533013,0.1866906455701961,0.5187832936644554,0.04465863946825266,0.14634854381438345,2.0,,1.0
CTTNBP2,0.0312690763052208,0,17,0.006351836974888175,0.0005,0.00013642700833714434,2.686089309189375e-05,0.6130364686250687,0.012033645339201371,0.1448109816701617,2.0,26.8,0.0
MED13,0.0511887550200803,0,30,0.4022354581695443,0.23600000000000002,0.01417399504806392,0.16716451505540636,0.43356718122959137,0.005566469859331846,0.1447731689477223,1.0,9.3,1.0
USP15,0.0361044176706827,0,19,0.01669373922237127,0.0055,0.000123589062362733,7.140638695870214e-05,0.17135528288781643,0.003752540764982548,0.14447448177105315,2.0,,0.0
HTR3A,0.0479116465863453,0,24,0.0456424621153315,0.0,0.00012060884827844554,0.0005824510831077882,0.7890089750289917,0.02646071190693533,0.14240757701918483,2.0,,0.0
AVPR1A,0.020144578313253,0,13,0.0006433705349244953,0.0,0.00011506308325826352,5.19810594564727e-06,0.4554932974278927,0.007823982165973575,0.1420360961341487,2.0,,0.0
HNRNPH2,0.0378232931726907,0,25,0.05719316370685587,0.0,0.00013372874515823677,0.0008018805752123231,0.47068024426698685,0.0005207303763654636,0.14170747465820788,1.0,,0.0
RORB,0.0297911646586345,0,21,0.006426082026888035,0.0,0.0001532357390245576,3.6065328395268255e-05,0.011466688112705015,0.02326652070612062,0.1416926255915314,1.0,8.25,1.0
PER1,0.0105863453815261,0,10,0.00010966903180713715,0.0,0.0001501843810034104,1.4817566290810056e-06,0.035386839881539345,9.805320808876719e-06,0.14089575485371597,2.0,,0.0
MINK1,0.0220963855421686,0,14,0.000647209576377221,0.0,0.0001253560201566037,4.60072496492104e-06,0.4727286845445633,0.006755290253504027,0.13869464678282384,3.0,,0.0
KIF5C,0.0309718875502008,0,20,0.006521618093680158,0.0,0.00014876491740592815,1.6725737944003684e-05,0.39302268624305725,0.022232079521188552,0.1350584624451585,2.0,,1.0
RUNX1T1,0.0360722891566265,0,21,0.03039265171802695,0.01,0.00012552911242130304,0.00018237255373256743,0.6593943685293198,0.013380594030204918,0.13381618783760585,1.0,,0.0
CD99L2,0.0109558232931726,0,6,5.508489814339789e-05,0.0,0.00015835316389053628,4.96534908440581e-07,0.4326227754354477,0.011640945981658258,0.1331776986753539,2.0,,0.0
BICRA,0.0312369477911646,0,12,0.027409818355056566,0.0,0.00016299711133024633,9.104284082353219e-05,0.8108399957418442,7.365725991803629e-05,0.13069898672931907,2.0,,1.0
ZC3H4,0.0164979919678714,0,12,0.00034940862035021445,0.0,0.00014433807377077536,3.6528736503494258e-06,0.12333785183727741,0.014372729437942499,0.1303102044039406,2.0,,0.0
MAP4K4,0.0130522088353413,0,6,6.711840259143881e-05,0.0,0.000152196795584643,1.6144730789965588e-07,0.37170285359025,0.007189530908616966,0.12723392358325014,2.0,,0.0
TLN2,0.0443534136546184,0,26,0.11638765045638373,0.0045000000000000005,0.00014782887533916047,0.001242855980749362,0.598905898630619,0.03755908896710025,0.12014628241502123,3.0,,0.0
NPAS3,0.0149076305220883,0,13,0.00024788117621629083,0.0,0.0001411255608832622,2.294427586169402e-07,0.39438391476869583,4.3218630530510106e-05,0.11962767061049817,3.0,,0.0
FABP4,0.0526987951807228,0,25,0.3079865536528783,0.1215,0.0032912528424481943,0.036456314108599036,0.41799475625157356,0.021840379068502003,0.116359930310864,3.0,,0.0
DLX2,0.024,0,21,0.0032068481002440062,0.0,0.00014981481335881103,2.805300619557025e-05,0.07107528671622276,0.018197322419223783,0.11560719762928784,2.0,,0.0
MAP1A,0.0296064257028112,0,10,0.004003273433963922,0.008,0.00015261118761476813,2.2826185324777247e-05,0.8054141998291016,0.001381672621960206,0.11493277041288152,1.0,0.0,0.0
CSDE1,0.0456626506024096,0,26,0.21044252308309885,0.0375,0.0001067161678539356,0.011350546402888007,0.6426664739847183,0.013546835980378091,0.11248117539798841,1.0,15.55,1.0
CTNND2,0.0441204819277108,0,26,0.11774155038484226,0.0075,0.00012589979368178732,0.0019775957845392625,0.6028767079114914,0.010781928158394294,0.11193084163824096,2.0,,0.0
ZNF532,0.0092851405622489,0,3,8.974594293205621e-05,0.0,0.00013163557382962743,6.419862174003281e-07,0.03507377440109849,0.010208267873847987,0.11129568814430968,3.0,,0.0
UPF2,0.0130522088353413,0,11,0.00015636162038929022,0.0,0.0001547817359682222,3.6764538254921956e-06,0.014653353488029097,0.01099392923708483,0.11105549766944023,2.0,,0.0
LMX1B,0.0227068273092369,0,21,0.002202461779053257,0.0005,0.00015099533690469648,6.432901067293024e-06,0.036590261035598814,0.014237700283305007,0.10681083902272803,2.0,,0.0
SON,0.0257911646586345,0,13,0.0009908580312432288,0.0,0.00015888557197111104,1.243532176684172e-05,0.44220680743455887,0.005644621972250907,0.1066281923558563,1.0,11.0,1.0
RALGAPA1,0.0126746987951807,0,11,0.00014136008796617695,0.0,0.00012443858281298306,2.803860613104906e-07,0.21010776050388813,0.005454424785729096,0.1064512541925069,3.0,,0.0
PTPRB,0.0347389558232931,0,12,0.004843139054063182,0.0025,0.00014076624616120523,8.44656239545235e-06,0.6251060962677002,2.4424306634074355e-05,0.10622828558121,2.0,,0.0
SERPINE1,0.0503373493975903,0,27,0.3680874171446177,0.25,0.006930219569932261,0.06825113315988987,0.6114902794361115,0.0278337841612597,0.10583903746373835,2.0,,0.0
GLI3,0.0518875502008032,0,30,0.3710096991946181,0.22599999999999998,0.012990740658311793,0.023466726508766658,0.6255064755678177,0.06407815567217767,0.10528085066471249,3.0,,0.0
CTNNA3,0.0663855421686747,1,28,0.4873174538961848,0.188,0.5133521548525091,0.11534563538285197,0.7500187903642654,0.8116618692874908,0.104983183555305,2.0,,0.0
DEPDC5,0.0294538152610441,0,17,0.004600399711962676,0.0015,0.0001731979609009734,6.54371101727929e-05,0.6431537121534348,0.003282097539198503,0.1008241461125331,,,1.0
CASKIN1,0.032,0,14,0.0030982573186902574,0.0,0.00016525675306003305,1.4914754342088724e-05,0.5445315837860107,0.015254612662562944,0.10012218565680087,2.0,,0.0
SET,0.0552208835341365,0,27,0.4051447945745923,0.2475,0.035979973214822776,0.12257188285950661,0.7449288070201874,0.15294490777887404,0.0938212382607162,2.0,4.0,0.0
PLAA,0.0187389558232931,0,15,0.00047617285272507184,0.0005,0.00014316190083932546,8.811629391708674e-07,0.07454535784199834,0.010517789993502419,0.08809600809763651,3.0,,0.0
PTPN4,0.0118152610441767,0,4,6.258194832446716e-05,0.0,0.00016823011602844183,4.275255099520441e-07,0.40232134610414505,0.007684120109982151,0.08790571483041276,,,1.0
ZFYVE9,0.0054216867469879,0,3,2.5072826269092748e-05,0.0,0.00013997304480404128,3.75718366476708e-07,0.1164743322879076,3.6996682963889106e-06,0.08457673897282802,3.0,,0.0
RAP1A,0.0518393574297188,0,36,0.5549059233470782,0.556,0.5255628305653459,0.17425884235823572,0.6715927496552467,0.11914694751612842,0.08365403750171385,3.0,,0.0
SMURF1,0.043574297188755,0,20,0.05789270144937955,0.0055,0.00018242342947076594,0.0005328663529545911,0.6457332521677017,0.0019957907306888956,0.08343394188557929,2.0,,0.0
FRYL,0.0193815261044176,0,12,0.0009827626834687,0.0,0.000135056499495374,1.332663934291113e-06,0.10235237050801516,0.011551594080401628,0.08295471479505068,3.0,,1.0
TAOK1,0.0089879518072289,0,8,3.337523422428846e-05,0.0,0.0001430214845943599,2.532213873263496e-08,0.10076385457068682,1.1219668789617469e-05,0.08236364100822563,1.0,8.25,1.0
ZBTB21,0.0029397590361445,0,1,1.2645337549277693e-06,0.0,0.00014259891831184062,3.947076663018818e-10,0.03007652421365492,4.5140965395882923e-07,0.08218070238919,1.0,2.25,0.0
TEK,0.0499196787148594,0,21,0.1297357297743537,0.0335,0.00020002543646415054,0.0023641014935636157,0.7161878347396851,0.0401721102243755,0.08162240812089294,1.0,2.0,0.0
TRAP1,0.036722891566265,0,16,0.010334768386249265,0.0,0.00013808882350348307,2.3916474910481505e-05,0.5112983658909798,0.0019957876248106743,0.08144242221615848,3.0,,0.0
FGF14,0.0201365461847389,0,9,0.0003167280883246202,0.0,0.00016332143787801918,2.19345328501695e-06,0.5598684400320053,0.02485604706706201,0.0803514627768891,3.0,,0.0
MYO9B,0.0125060240963855,0,9,9.574644888529954e-05,0.0,0.00016235123663382612,1.7270842736748003e-07,0.18021087162196636,0.010640523914845837,0.08018670189630939,2.0,,0.0
CSNK1G1,0.0119759036144578,0,3,2.4215007492143547e-05,0.0,0.00014130760192297953,8.46502273252423e-09,0.07876157794817118,6.994830533776142e-05,0.0797189606532811,3.0,,1.0
PTK7,0.0183453815261044,0,10,0.0003578425469606361,0.0,0.00014869064432487328,1.3191221400485609e-06,0.35845624655485153,0.009294171878834405,0.07947100462878431,1.0,,0.0
CAMTA2,0.0085220883534136,0,4,0.0001524644453814748,0.0,0.00011852741417045042,7.667313704772492e-07,0.23439596965909004,0.008607143871359399,0.07936502821030544,1.0,2.1,0.0
GRID1,0.0346265060240963,0,17,0.007164503880189571,0.0,0.00014550153113126275,3.570716538795691e-05,0.6273397952318192,0.03215331584215164,0.07824823306873441,2.0,,0.0
ESRRB,0.0264096385542168,0,13,0.0015985613500294961,0.0,0.00015963079077090756,4.0727444311227985e-06,0.5986470207571983,0.006777153942084002,0.07803207818449209,2.0,,0.0
ANXA1,0.0376144578313253,0,23,0.04621326289489595,0.0,0.00015841233357207358,0.0001640381274208868,0.27097081020474434,0.002900486603324616,0.07537706084985984,2.0,,0.0
CDH9,0.0483935742971887,0,34,0.5270620906316189,0.1955,0.0020829466090779496,0.29999184485081204,0.6314597874879837,0.05957652861252427,0.0735597179736942,2.0,,0.0
BSN,0.0495261044176706,0,26,0.081579570497678,0.0065000000000000014,0.00014914543350734864,0.0018817421984808794,0.723000556230545,0.04331940217637964,0.06985671212896705,3.0,,0.0
BICDL1,0.0085381526104417,0,3,0.00010686551642793992,0.0,0.0001549370839917645,6.549224721322961e-07,0.005404174808063544,0.005309938206647638,0.06322048468427965,2.0,,0.0
DVL3,0.0518072289156626,0,29,0.4451490109164129,0.2725,0.020235906011581366,0.07662945638874932,0.61489088088274,0.047765460796654224,0.0629364893247839,2.0,,0.0
EMSY,0.024722891566265,0,13,0.0015151448582488899,0.0,0.00018198724807925158,9.672894050184566e-06,0.7200626581907272,0.00978443973100215,0.06249360413494287,2.0,,0.0
PHLPP1,0.038859437751004,0,15,0.027925432916285832,0.011,0.00016489573271549825,0.00017111185840040961,0.6786331832408905,0.0008908586075244279,0.06161899396212642,3.0,,0.0
CTNNA2,0.0473574297188755,0,30,0.3496756195833236,0.06000000000000001,0.0008164769189274866,0.04437161661624652,0.5720859467983246,0.007693813357036561,0.05970119449881611,,,1.0
PCLO,0.0334939759036144,0,27,0.03372419585210775,0.0,0.00014748386763787006,0.0002445620538988399,0.15973833482712507,0.006639677264804078,0.057158962790708756,2.0,,0.0
TRPC5,0.0224497991967871,0,16,0.000743919241943042,0.0,0.00015065167504387867,1.2988930810904648e-05,0.4072086997330189,0.020774281632770897,0.056143814930692315,3.0,,0.0
CACNA1I,0.0433654618473895,0,32,0.08756150020500272,0.037,0.00024224950774455332,0.0034830097993349563,0.7032109797000885,0.03786960060512712,0.0555895259603858,2.0,,0.0
KCNH1,0.0328192771084337,0,19,0.0036968870504154616,0.0,0.00014809222459291943,9.444522736447349e-05,0.6017234176397324,0.016123120685961112,0.05500457482428582,3.0,,1.0
PHF3,0.0437028112449799,0,33,0.2625635329878496,0.376,0.1651254221961426,0.03315806033959098,0.1905538272112608,0.0310693428177089,0.05344188021263108,1.0,9.75,0.0
ARHGAP30,0.0126586345381526,0,7,5.128104883254852e-05,0.0,0.00013912280035552858,2.2504716009961413e-07,0.05584688775707036,0.002329323154933793,0.05343164220557432,3.0,,0.0
KCNN2,0.0268995983935743,0,17,0.0015358338200960734,0.0,0.00016587984277479406,1.9047313190769233e-05,0.5314907729625702,0.018903413439602446,0.05312394513748586,3.0,,0.0
PPP5C,0.0271807228915662,0,16,0.0048537490860596985,0.0,0.0001519831988748405,2.8983669613543786e-05,0.7375825643539429,0.008117369903869432,0.052678318141261116,1.0,1.0,0.0
EXOC3,0.029429718875502,0,23,0.009285047779047189,0.004,0.00012316031333558294,0.00010065034975053545,0.003475198080485324,0.010380566961695425,0.05059079816592771,2.0,,0.0
EIF5A,0.0466746987951807,0,32,0.22929521718576037,0.033,0.00021898271623994317,0.00948217860637295,0.498122900724411,0.021980888244797825,0.05002052316683603,3.0,,0.0
CTNND1,0.0542489959839357,0,31,0.4704474906053782,0.20099999999999998,0.005177079977054566,0.07005109552734283,0.365677360445261,0.04798559844493866,0.04978346230580305,2.0,,0.0
SATB1,0.044867469879518,0,23,0.11568966168040189,0.05349999999999999,0.00046907501538941495,0.00304120777729655,0.6606739908456802,0.010569504280738329,0.048566363999270834,1.0,2.5,1.0
TFE3,0.0210602409638554,0,9,0.00038378294913637214,0.0,0.00014634670597114222,6.961748301660456e-06,0.6833896040916443,0.010244305916728536,0.047707344639947635,,,1.0
LIN7B,0.0483293172690763,0,25,0.08133018317772782,0.01,0.00015089523122339138,0.0015102295228530804,0.7520897090435028,0.03447539475746453,0.047692121705040336,2.0,,0.0
ZBTB7A,0.0486506024096385,0,19,0.11085240044234508,0.1635,0.007243653259030407,0.0018740348493703493,0.7320617884397507,0.051584679109510034,0.047066216633538716,,,1.0
ZNF804A,0.0350200803212851,0,19,0.011826221964493719,0.003,0.0001383336755623955,9.110881986779916e-05,0.20536081492900848,0.016561619439265485,0.04703509585021567,2.0,,0.0
SPTBN1,0.0503052208835341,0,29,0.15459382473218866,0.005000000000000001,0.00016180076954413605,0.0030199961819303784,0.6701324284076691,0.056686075986362994,0.04682484391378239,2.0,,1.0
ACE,0.039437751004016,0,27,0.0733618719666256,0.004,0.0001439307125472205,0.0011937598644947926,0.467267207801342,0.018639421831721847,0.045832349456418675,2.0,,0.0
IL1RAPL1,0.0546345381526104,0,35,0.5045346939797307,0.5605,0.08784375991424538,0.29318676971806334,0.7891413569450378,0.24592778086662292,0.04550849978113547,2.0,,0.0
MKRN1,0.0177510040160642,0,6,0.00010556347740496294,0.0,0.000163305938915123,6.405045248665905e-07,0.49336452037096024,0.013647542402911661,0.04518241056258754,3.0,,0.0
SOS2,0.0415662650602409,0,20,0.03778783136338376,0.02,0.0001714125567903206,0.00014622213951233896,0.7423248291015625,0.04185774653160479,0.04511714668478817,1.0,0.85,0.0
CRMP1,0.0168433734939759,0,17,0.0004928816611353856,0.0,0.0001385208304075609,3.166698708139094e-06,0.020473907217822163,0.02104211686855706,0.044019462541314426,3.0,,0.0
PDK2,0.0289156626506024,0,14,0.004458986309494815,0.0005,0.00015542500524074252,1.3924789226911632e-05,0.5788545459508896,0.0314469903241843,0.043482274835696444,2.0,,0.0
PRKD2,0.0249718875502008,0,14,0.002345269623991771,0.0015,0.00016362810322418086,1.2553305880631172e-05,0.4228636212646961,0.020241250509877462,0.04311707024324363,2.0,,0.0
CASZ1,0.0065542168674698,0,5,9.12457725142227e-06,0.0,0.00012976618958289313,1.559949077600861e-08,0.2717886343598366,0.007543551029876231,0.04289360278926324,1.0,9.55,0.0
RPH3A,0.0447710843373493,0,21,0.028647423818713654,0.0,0.00015743234836085272,0.0002638104250837216,0.7235462218523026,0.01740747256189934,0.042857231601374224,3.0,,0.0
FAM53C,0.0121044176706827,0,5,6.690392548017414e-05,0.0,0.0001436620625634733,7.569393353600476e-07,0.418049830943346,0.0016833256013030324,0.04276745030183132,3.0,,0.0
