gene,ic_T1,ic_T2,ic_T3,ic_T4,ic_T5
DAGLA,0.0013493975903614457,0.00819277108433735,0.04897991967871486,0.21466666666666667,0.3437429718875502
DAPP1,0.0011004016064257028,0.003991967871485944,0.025317269076305222,0.12670682730923694,0.1402971887550201
DCC,0.0028353413654618473,0.01865863453815261,0.11836947791164659,0.4499437751004016,0.6861204819277108
DDC,0.0038714859437751,0.022947791164658636,0.14885140562248997,0.48240963855421687,0.7016626506024096
DDHD2,0.001461847389558233,0.0034457831325301206,0.019502008032128513,0.11101204819277108,0.24968674698795182
DDX23,0.003895582329317269,0.03208032128514056,0.17377510040160643,0.5090522088353414,0.7423534136546185
DDX3X,0.013028112449799198,0.11978313253012048,0.47497991967871483,0.7404016064257029,0.8147871485943775
DDX53,0.0025301204819277107,0.03172690763052209,0.1855421686746988,0.4802650602409639,0.6787068273092369
DEAF1,0.0013172690763052209,0.0024176706827309237,0.01325301204819277,0.051309236947791166,0.21971887550200803
DENND2B,0.0012771084337349398,0.0032369477911646585,0.01717269076305221,0.072,0.22634538152610442
DENR,0.003244979919678715,0.02580722891566265,0.15863453815261044,0.5129477911646586,0.7290763052208835
DEPDC5,0.003429718875502008,0.029453815261044177,0.2069558232931727,0.5817590361445784,0.758714859437751
DGKI,0.0020883534136546186,0.01610441767068273,0.11820080321285141,0.3680401606425703,0.5458554216867469
DHCR7,0.0014056224899598394,0.0026586345381526106,0.01325301204819277,0.060722891566265064,0.19554216867469879
DHX30,0.0035582329317269076,0.025783132530120483,0.1684738955823293,0.47844176706827307,0.7186666666666667
DHX9,0.011847389558232932,0.11060240963855422,0.4109156626506024,0.7145461847389558,0.8114136546184739
DIP2A,0.001429718875502008,0.005220883534136547,0.026417670682730925,0.16359036144578312,0.36696385542168675
DIP2C,0.0017590361445783134,0.006096385542168675,0.041052208835341365,0.206570281124498,0.47612048192771084
DIPK2A,0.0020160642570281125,0.006297188755020081,0.046602409638554214,0.23753413654618474,0.521421686746988
DISC1,0.0101285140562249,0.08673092369477911,0.38983132530120485,0.7282168674698796,0.8128995983935743
DIXDC1,0.001068273092369478,0.003285140562248996,0.030433734939759035,0.1441285140562249,0.3200803212851406
DLG1,0.01087550200803213,0.10410441767068274,0.41485140562248995,0.7338473895582329,0.8133413654618474
DLG2,0.013437751004016065,0.1117269076305221,0.4322409638554217,0.7329558232931727,0.8138795180722892
DLG3,0.010305220883534137,0.0930843373493976,0.3880321285140562,0.7163052208835341,0.8098393574297189
DLG4,0.026144578313253012,0.1883293172690763,0.5514939759036145,0.7782409638554217,0.8220963855421687
DLGAP1,0.009429718875502008,0.08836947791164658,0.37255421686746987,0.6940160642570281,0.8062248995983936
DLGAP2,0.00846586345381526,0.07380722891566265,0.3341526104417671,0.6785622489959839,0.8060722891566265
DLGAP3,0.006016064257028112,0.06790361445783133,0.3135341365461847,0.6619277108433735,0.8024819277108434
DLL1,0.003895582329317269,0.03912449799196787,0.2551807228915663,0.6040803212851406,0.7536546184738956
DLX2,0.004305220883534137,0.024,0.15362248995983935,0.5428433734939759,0.7590120481927711
DLX3,0.0013734939759036144,0.005847389558232932,0.044674698795180726,0.17797590361445784,0.35288353413654616
DLX6,0.002321285140562249,0.014690763052208835,0.101285140562249,0.38388755020080323,0.600578313253012
DMD,0.005718875502008032,0.039678714859437754,0.25514859437751003,0.6092690763052209,0.7947951807228916
DMPK,0.0020481927710843373,0.011943775100401606,0.09202409638554217,0.30294779116465864,0.5420803212851406
DMWD,0.0012931726907630522,0.003606425702811245,0.026417670682730925,0.1478152610441767,0.3329317269076305
DMXL2,0.0010441767068273093,0.002072289156626506,0.006393574297188755,0.048570281124497995,0.16646586345381525
DNAH10,0.0009558232931726907,0.002240963855421687,0.010995983935742972,0.05673895582329317,0.1172289156626506
DNAH17,0.0012931726907630522,0.003967871485943775,0.014497991967871486,0.07454618473895583,0.20705220883534137
DNAH3,0.001357429718875502,0.002819277108433735,0.016867469879518072,0.07661847389558232,0.20222489959839357
DNAJC5,0.004184738955823293,0.03200803212851406,0.21696385542168675,0.5776947791164658,0.773293172690763
DNER,0.0029879518072289156,0.02059437751004016,0.14351004016064256,0.4762650602409639,0.6966104417670683
DNM1,0.007718875502008032,0.08988755020080322,0.3732690763052209,0.7113734939759037,0.8098875502008032
DNMT3A,0.014971887550200803,0.13472289156626507,0.4670843373493976,0.7505140562248996,0.8161285140562249
DOCK1,0.004273092369477912,0.023453815261044175,0.15463453815261044,0.5334056224899598,0.7481365461847389
DOCK4,0.0047951807228915665,0.044,0.2636465863453815,0.6321124497991968,0.7859678714859438
DOCK8,0.0022971887550200802,0.00904417670682731,0.06628915662650603,0.27034538152610443,0.5463293172690763
DOLK,0.0019437751004016065,0.0074698795180722895,0.04293172690763052,0.19127710843373494,0.42244979919678716
DOP1A,0.001285140562248996,0.0021204819277108435,0.0074939759036144575,0.054602409638554214,0.15875502008032127
DOT1L,0.00910843373493976,0.09315662650602409,0.3550602409638554,0.6863132530120482,0.8036867469879518
DPP10,0.004698795180722892,0.04232931726907631,0.22830522088353414,0.5667469879518072,0.7714698795180723
DPP3,0.0014698795180722892,0.005767068273092369,0.04208835341365462,0.1428995983935743,0.3312289156626506
DPP4,0.0035502008032128516,0.022674698795180723,0.1592128514056225,0.5212530120481927,0.7553172690763053
DPP6,0.005244979919678715,0.038289156626506025,0.2128433734939759,0.555421686746988,0.7708112449799197
DPYD,0.0038313253012048193,0.02700401606425703,0.15619277108433735,0.4295341365461847,0.720714859437751
DPYSL2,0.0065783132530120485,0.05219277108433735,0.29914859437751,0.6520883534136546,0.7914779116465863
DPYSL3,0.0029156626506024095,0.014409638554216867,0.10112449799196788,0.35566265060240965,0.5984979919678715
DPYSL5,0.00327710843373494,0.015164658634538152,0.10805622489959839,0.32911646586345383,0.6672610441767068
DRD1,0.007293172690763052,0.06697188755020081,0.33085140562248994,0.6873333333333334,0.8011164658634539
DRD2,0.01314859437751004,0.11292369477911647,0.43004819277108436,0.7306506024096385,0.8149638554216867
DRD3,0.005301204819277108,0.04759036144578313,0.25946987951807227,0.625132530120482,0.789710843373494
DSCAM,0.006899598393574297,0.0616144578313253,0.3143855421686747,0.6862730923694779,0.8018393574297189
DST,0.0022008032128514056,0.011196787148594378,0.073285140562249,0.34439357429718875,0.5558795180722892
DUSP15,0.001004016064257028,0.0013975903614457832,0.0035100401606425703,0.023590361445783133,0.06579116465863454
DVL3,0.005622489959839358,0.051807228915662654,0.3002248995983936,0.6568353413654618,0.8007228915662651
DYDC1,0.002112449799196787,0.018353413654618473,0.14272289156626505,0.4266425702811245,0.5961686746987952
DYDC2,0.002273092369477912,0.019325301204819276,0.13632128514056224,0.40159839357429716,0.6382329317269076
DYNC1H1,0.005614457831325301,0.04350200803212852,0.269710843373494,0.6151807228915662,0.7856144578313253
DYRK1A,0.011269076305220883,0.10632931726907631,0.4702650602409639,0.7385301204819277,0.8158875502008032
EBF3,0.001542168674698795,0.016,0.10442570281124498,0.315574297188755,0.47435341365461847
ECPAS,0.002755020080321285,0.014176706827309237,0.10895582329317269,0.36360642570281126,0.63285140562249
EEF1A2,0.0041365461847389555,0.04916465863453815,0.29925301204819277,0.6603293172690763,0.7918393574297189
EGR3,0.0020963855421686746,0.023759036144578312,0.17490763052208835,0.4484497991967871,0.6135421686746988
EHMT1,0.008273092369477911,0.09028112449799197,0.37283534136546187,0.7007550200803213,0.8045863453815261
EIF3F,0.004730923694779117,0.04305220883534137,0.24617670682730924,0.6092449799196787,0.7831967871485944
EIF3G,0.0045863453815261045,0.03639357429718876,0.20533333333333334,0.5786345381526105,0.7579357429718876
EIF4E,0.011437751004016065,0.09616867469879518,0.4315903614457831,0.7317911646586346,0.813582329317269
EIF4G1,0.009156626506024097,0.07876305220883534,0.37861044176706826,0.7035903614457831,0.8059759036144578
EIF5A,0.005863453815261044,0.04667469879518072,0.27351807228915664,0.6466265060240964,0.7930602409638554
ELAVL2,0.004674698795180723,0.044016064257028115,0.27836947791164657,0.6182891566265061,0.7944899598393574
ELAVL3,0.0026104417670682733,0.02585542168674699,0.19263453815261045,0.5040481927710844,0.7128273092369478
ELOVL2,0.0010923694779116466,0.003389558232931727,0.02221686746987952,0.1584578313253012,0.2028433734939759
ELP2,0.0024497991967871485,0.011156626506024097,0.08564658634538153,0.3164819277108434,0.5878714859437751
ELP4,0.0027951807228915665,0.013614457831325302,0.09745381526104417,0.3929799196787149,0.6272289156626506
EMSY,0.0027951807228915665,0.02472289156626506,0.1683132530120482,0.4891244979919679,0.7145542168674699
EN2,0.0019518072289156627,0.011285140562248996,0.08371887550200803,0.3555823293172691,0.5124497991967871
ENOX2,0.0011485943775100401,0.0015502008032128513,0.0037670682730923696,0.023076305220883536,0.09987951807228916
ENPP1,0.0038393574297188753,0.012160642570281124,0.07375100401606426,0.3727951807228916,0.6851887550200804
EP300,0.03224899598393574,0.22338152610441767,0.595004016064257,0.7855341365461848,0.8235903614457831
EP400,0.009606425702811245,0.10322088353413654,0.38873895582329315,0.7022088353413655,0.8100562248995984
EPC2,0.0034779116465863454,0.026883534136546185,0.19742168674698796,0.5296465863453815,0.7523614457831326
EPHA1,0.00455421686746988,0.04249799196787148,0.2459839357429719,0.6255180722891567,0.784586345381526
EPHB1,0.0034136546184738957,0.022570281124497993,0.16553413654618473,0.4952690763052209,0.7325943775100402
EPHB2,0.005429718875502008,0.054506024096385546,0.29491566265060243,0.6417991967871486,0.7812048192771084
EPPK1,0.0014216867469879519,0.00248995983935743,0.01325301204819277,0.07236947791164659,0.3586827309236948
ERBIN,0.006401606425702811,0.0646987951807229,0.32800803212851404,0.6683293172690763,0.8032449799196787
ERG,0.0017590361445783134,0.02420883534136546,0.15832128514056226,0.362570281124498,0.6200883534136546
ERMN,0.0015983935742971888,0.007815261044176706,0.07506024096385543,0.2363855421686747,0.42379116465863453
ESR2,0.006875502008032128,0.07701204819277109,0.39111646586345383,0.7114538152610442,0.8102329317269076
ESRRB,0.002971887550200803,0.026409638554216866,0.1716144578313253,0.472144578313253,0.7154618473895582
ETFB,0.0022329317269076305,0.00563855421686747,0.024947791164658634,0.14345381526104417,0.4317991967871486
EXOC3,0.004441767068273092,0.029429718875502008,0.20015261044176708,0.5567550200803213,0.7694056224899598
EXOC5,0.0036947791164658635,0.028096385542168676,0.18513253012048192,0.5158875502008032,0.7167469879518072
EXOC6,0.003220883534136546,0.020377510040160644,0.12852208835341367,0.4219598393574297,0.6967309236947791
EXOC6B,0.0022248995983935745,0.01193574297188755,0.073285140562249,0.32350200803212853,0.5929397590361446
EXT1,0.0025060240963855423,0.008120481927710843,0.05630522088353414,0.21114859437751005,0.5166827309236948
FABP4,0.00497991967871486,0.052698795180722895,0.28819277108433733,0.6420963855421686,0.8006024096385542
FABP5,0.0013012048192771084,0.005397590361445783,0.05003212851405622,0.17180722891566266,0.19261847389558234
FAM47A,0.0016867469879518072,0.004176706827309237,0.02514859437751004,0.129285140562249,0.39227309236947794
FAM53C,0.0015903614457831326,0.01210441767068273,0.09485140562248996,0.33105220883534137,0.49465060240963854
FAM98C,0.001429718875502008,0.001895582329317269,0.0029477911646586343,0.008200803212851406,0.0370281124497992
FAN1,0.0015903614457831326,0.01006425702811245,0.060265060240963855,0.172144578313253,0.30977510040160644
FAT1,0.004514056224899599,0.05533333333333333,0.32162248995983933,0.6677590361445783,0.793718875502008
FBN1,0.0035582329317269076,0.02489156626506024,0.17759036144578313,0.4826666666666667,0.7000481927710843
FBRSL1,0.0013172690763052209,0.007028112449799197,0.052538152610441764,0.22372690763052208,0.35522088353413656
FBXL13,0.0012610441767068273,0.006329317269076306,0.04943775100401607,0.1865301204819277,0.34386345381526107
FBXO11,0.0036144578313253013,0.027172690763052208,0.16280321285140562,0.4707309236947791,0.7113253012048193
FBXO33,0.002465863453815261,0.007863453815261044,0.03979919678714859,0.24102008032128514,0.5089317269076306
FBXO40,0.0045863453815261045,0.04491566265060241,0.26296385542168677,0.595855421686747,0.7842650602409639
FEZF2,0.0038313253012048193,0.02204016064257028,0.1503453815261044,0.48130923694779115,0.736144578313253
FGA,0.00327710843373494,0.020056224899598393,0.13454618473895583,0.46480321285140563,0.7265381526104417
FGF13,0.005421686746987952,0.06804016064257028,0.3539036144578313,0.6968995983935743,0.8063935742971887
FGF14,0.0022650602409638554,0.020136546184738955,0.14398393574297189,0.42052208835341365,0.6635261044176707
FGFR1,0.009983935742971888,0.10123694779116466,0.4560401606425703,0.7409076305220883,0.8151164658634538
FHIT,0.004016064257028112,0.02993574297188755,0.1936144578313253,0.5378313253012048,0.7663293172690763
FLNA,0.009309236947791165,0.08842570281124498,0.41401606425702814,0.7312369477911647,0.8129558232931727
FMR1,0.02102008032128514,0.1864578313253012,0.5942570281124498,0.7835020080321285,0.8242008032128514
FOXG1,0.008698795180722892,0.0845140562248996,0.39595983935742973,0.7256867469879518,0.8119357429718875
FOXP1,0.005959839357429719,0.05551004016064257,0.31463453815261044,0.6681686746987952,0.8041204819277108
FOXP2,0.007718875502008032,0.06808835341365461,0.3719196787148594,0.6919598393574298,0.8053092369477912
FRG1,0.002080321285140562,0.015180722891566266,0.10336546184738955,0.3712369477911647,0.5942489959839358
FRK,0.0011244979919678715,0.007309236947791164,0.04820883534136546,0.220570281124498,0.2387389558232932
FRMD5,0.0010763052208835342,0.002248995983935743,0.01176706827309237,0.05678714859437751,0.15328514056224898
FRMPD4,0.0019277108433734939,0.01717269076305221,0.11797590361445782,0.3699518072289157,0.6173172690763052
FRRS1L,0.0017590361445783134,0.012963855421686748,0.1069718875502008,0.3458393574297189,0.4852449799196787
FRYL,0.0027309236947791163,0.019381526104417672,0.15951004016064257,0.46191967871485945,0.6500722891566265
FXN,0.0020562248995983938,0.013751004016064257,0.10098795180722892,0.36399196787148597,0.5461847389558233
G3BP2,0.004481927710843374,0.03216867469879518,0.21383132530120483,0.5473734939759036,0.7683052208835341
GABBR2,0.007678714859437751,0.06785542168674699,0.2978152610441767,0.6501927710843374,0.7953975903614457
GABRA2,0.005670682730923695,0.05057831325301205,0.2572530120481928,0.6089156626506024,0.7875502008032128
GABRA3,0.005349397590361446,0.050626506024096386,0.26310843373493975,0.620425702811245,0.7844819277108434
GABRA4,0.0061606425702811244,0.054803212851405624,0.27360642570281124,0.6335341365461847,0.791566265060241
GABRB2,0.007606425702811245,0.06467469879518073,0.2983132530120482,0.6376305220883535,0.7984417670682731
GABRB3,0.010859437751004015,0.09448995983935743,0.3785140562248996,0.7086425702811245,0.8110843373493976
GABRG2,0.00910843373493976,0.07776706827309236,0.3229879518072289,0.6708755020080321,0.8013734939759036
GABRG3,0.004955823293172691,0.039052208835341364,0.22326104417670684,0.5966024096385543,0.7826666666666666
GALNT10,0.0013975903614457832,0.005180722891566265,0.03792771084337349,0.16648995983935744,0.3489718875502008
GALNT13,0.003004016064257028,0.014160642570281124,0.09026506024096385,0.318425702811245,0.6489317269076306
GALNT14,0.0011485943775100401,0.0016947791164658634,0.006281124497991968,0.02334136546184739,0.09249799196787148
GALNT2,0.001678714859437751,0.0048112449799196785,0.03795180722891566,0.17239357429718877,0.37463453815261044
GALNT8,0.0011566265060240963,0.001678714859437751,0.00593574297188755,0.030353413654618473,0.07935742971887551
GAS2,0.0013012048192771084,0.00308433734939759,0.019566265060240964,0.12859437751004016,0.2449718875502008
GATM,0.0018072289156626507,0.007919678714859438,0.08669076305220884,0.2176144578313253,0.34122088353413654
GBE1,0.001542168674698795,0.00236144578313253,0.007919678714859438,0.08053815261044177,0.11990361445783132
GDA,0.002755020080321285,0.014457831325301205,0.09661044176706828,0.3425863453815261,0.5938634538152611
GFAP,0.012819277108433735,0.1336546184738956,0.516722891566265,0.764867469879518,0.8197188755020081
GGNBP2,0.00163855421686747,0.005461847389558233,0.02731726907630522,0.11804016064257028,0.27433734939759036
GIGYF1,0.0025220883534136547,0.015076305220883534,0.11134136546184739,0.39192771084337347,0.6502088353413654
GIGYF2,0.005734939759036144,0.03836144578313253,0.2361124497991968,0.6231084337349397,0.7833012048192771
GLI3,0.005542168674698795,0.05188755020080321,0.27837751004016065,0.6615261044176707,0.7923935742971887
GLIS1,0.001823293172690763,0.005277108433734939,0.03261847389558233,0.16211244979919678,0.393855421686747
GLO1,0.0026586345381526106,0.010224899598393575,0.05552610441767068,0.2874618473895582,0.5885863453815261
GLRA2,0.002104417670682731,0.013759036144578313,0.10688353413654618,0.37555020080321283,0.5337991967871486
GLS,0.00193574297188755,0.0063775100401606425,0.040353413654618475,0.2111566265060241,0.39118072289156625
GNAI1,0.007285140562248996,0.05880321285140562,0.31131726907630525,0.6721606425702811,0.8039277108433734
GNAS,0.008602409638554217,0.07440963855421687,0.37896385542168676,0.715140562248996,0.8097670682730924
GNB1L,0.001678714859437751,0.006618473895582329,0.06218473895582329,0.2539598393574297,0.406281124497992
GNB2,0.008554216867469879,0.06192771084337349,0.31945381526104416,0.6649799196787148,0.8023052208835342
GPC4,0.003598393574297189,0.015815261044176708,0.11848995983935744,0.4363694779116466,0.687437751004016
GPC5,0.0025060240963855423,0.007220883534136547,0.036714859437751005,0.22901204819277107,0.5690200803212851
GPC6,0.0026907630522088354,0.011477911646586346,0.07232128514056226,0.3468433734939759,0.617293172690763
GPD2,0.0020963855421686746,0.004497991967871486,0.02653012048192771,0.1677429718875502,0.42212048192771084
GPHN,0.008522088353413655,0.08777510040160642,0.3664016064257028,0.7055582329317269,0.810417670682731
GPR37,0.0022329317269076305,0.009405622489959839,0.06807228915662651,0.28518072289156626,0.5518714859437751
GPR85,0.0010200803212851407,0.0010522088353413655,0.0033092369477911647,0.009686746987951807,0.06779116465863454
GRB10,0.0033012048192771083,0.0243855421686747,0.17342971887550201,0.5381285140562249,0.708433734939759
GRIA1,0.019044176706827308,0.14266666666666666,0.48626506024096383,0.7572449799196788,0.8191325301204819
GRIA2,0.01783132530120482,0.14346184738955822,0.49410441767068275,0.75314859437751,0.8176867469879519
GRIA3,0.009405622489959839,0.08026506024096386,0.3381847389558233,0.6832690763052209,0.8028032128514057
GRID1,0.0034056224899598393,0.034626506024096386,0.21006425702811246,0.5423373493975904,0.769855421686747
GRID2,0.008473895582329317,0.07389558232931727,0.33437751004016064,0.6673815261044177,0.8006586345381526
GRID2IP,0.00121285140562249,0.004931726907630522,0.041244979919678716,0.1308995983935743,0.2911566265060241
GRIK2,0.01046586345381526,0.08938955823293172,0.3511164658634538,0.7027550200803213,0.8061927710843374
GRIK3,0.007180722891566265,0.06836947791164659,0.30336546184738955,0.6546586345381527,0.7992690763052209
GRIK4,0.006104417670682731,0.06006425702811245,0.2802008032128514,0.6203694779116465,0.791991967871486
GRIK5,0.009734939759036144,0.08032128514056225,0.3212289156626506,0.6592449799196787,0.8010361445783133
GRIN1,0.013863453815261044,0.11767871485943775,0.4400803212851406,0.7328433734939759,0.8156947791164658
GRIN2A,0.019526104417670682,0.15516465863453816,0.496714859437751,0.7542730923694779,0.8190843373493976
GRIN2B,0.02517269076305221,0.19125301204819278,0.5677831325301205,0.7799839357429719,0.8224658634538152
GRIP1,0.007911646586345382,0.07387951807228915,0.3429879518072289,0.6839839357429719,0.8080240963855422
GRK4,0.0014939759036144578,0.005534136546184739,0.037622489959839356,0.22453012048192772,0.38
GRM5,0.01497991967871486,0.12012048192771084,0.4524016064257028,0.7349076305220884,0.8156465863453816
GRM7,0.005646586345381526,0.051365461847389556,0.25991967871485944,0.6107951807228915,0.7856546184738956
GSE1,0.0029879518072289156,0.027855421686746987,0.1686586345381526,0.4702168674698795,0.7151807228915663
GSPT2,0.002248995983935743,0.00976706827309237,0.07660240963855422,0.31260240963855424,0.5653654618473896
GSTM1,0.0018473895582329317,0.008224899598393575,0.05806425702811245,0.23338955823293173,0.5283453815261044
GTF2I,0.0028273092369477913,0.02376706827309237,0.15619277108433735,0.46252208835341363,0.6858072289156627
GUCY1A2,0.0023453815261044175,0.015349397590361446,0.09254618473895582,0.3128032128514056,0.51770281124498
H1-4,0.0026184738955823293,0.03611244979919679,0.20736546184738955,0.5336947791164659,0.6909156626506024
H2BC11,0.014963855421686746,0.12881927710843374,0.4435261044176707,0.733871485943775,0.812562248995984
H3-3B,0.02857831325301205,0.21260240963855423,0.581566265060241,0.7794859437751004,0.8230522088353414
H4C11,0.005927710843373494,0.07443373493975904,0.32956626506024095,0.6650682730923695,0.7970522088353413
H4C3,0.006441767068273092,0.0720562248995984,0.3293092369477912,0.6530200803212851,0.7987228915662651
H4C5,0.005983935742971887,0.07159036144578314,0.31133333333333335,0.6535421686746988,0.7983453815261045
HACE1,0.0015582329317269075,0.006514056224899599,0.043775100401606426,0.20286746987951806,0.3825461847389558
HCFC1,0.009526104417670683,0.09275502008032128,0.3752610441767068,0.7081044176706828,0.8090441767068273
HCN1,0.0009477911646586345,0.00357429718875502,0.01667469879518072,0.08828915662650602,0.09678714859437751
HDAC4,0.012554216867469879,0.12738152610441766,0.49138955823293173,0.7555341365461847,0.8162730923694779
HDAC8,0.008779116465863454,0.09739759036144578,0.4022971887550201,0.7041927710843373,0.8089558232931727
HDLBP,0.0027309236947791163,0.016899598393574296,0.111285140562249,0.3835261044176707,0.6349799196787148
HECTD1,0.0022891566265060242,0.014417670682730924,0.08738152610441767,0.31058634538152613,0.5688353413654619
HECTD4,0.0009076305220883534,0.0018473895582329317,0.003461847389558233,0.035991967871485946,0.11367871485943776
HECW2,0.0014698795180722892,0.005365461847389558,0.04940562248995984,0.1642570281124498,0.3361526104417671
HEPACAM,0.001542168674698795,0.004008032128514056,0.031012048192771084,0.1134136546184739,0.32710843373493975
HERC1,0.0020160642570281125,0.008224899598393575,0.058626506024096386,0.3076224899598394,0.5465220883534136
HERC2,0.003469879518072289,0.027044176706827308,0.20749397590361446,0.5265140562248996,0.7393574297188755
HIVEP2,0.001461847389558233,0.007132530120481928,0.06487550200803213,0.2066425702811245,0.36439357429718877
HIVEP3,0.002321285140562249,0.008281124497991968,0.06265060240963856,0.3091967871485944,0.5566586345381526
HLA-A,0.00478714859437751,0.037686746987951804,0.22946184738955824,0.5773493975903614,0.7502409638554217
HLA-B,0.0034538152610441766,0.013204819277108433,0.09984738955823293,0.33167871485943773,0.6173815261044177
HLA-DPB1,0.003285140562248996,0.018128514056224898,0.11924497991967871,0.4219116465863454,0.6621847389558233
HLA-DRB1,0.0035100401606425703,0.01746987951807229,0.13563855421686746,0.48456224899598394,0.659437751004016
HLA-G,0.0028032128514056225,0.010570281124497993,0.05791967871485944,0.28560642570281125,0.564136546184739
HMGN1,0.0061526104417670684,0.052248995983935745,0.2879437751004016,0.6194939759036144,0.7919839357429719
HNRNPD,0.009718875502008032,0.08273092369477912,0.3727389558232932,0.6989397590361446,0.807566265060241
HNRNPF,0.00606425702811245,0.04570281124497992,0.2520401606425703,0.611277108433735,0.785991967871486
HNRNPH2,0.004570281124497992,0.037823293172690765,0.22640963855421686,0.5768433734939759,0.7804738955823293
HNRNPK,0.013204819277108433,0.11632128514056225,0.4634056224899598,0.7394457831325301,0.8168915662650602
HNRNPL,0.008240963855421687,0.0659437751004016,0.3325461847389558,0.6696064257028113,0.801285140562249
HNRNPR,0.005895582329317269,0.05056224899598394,0.28151004016064257,0.6254939759036144,0.7912690763052209
HNRNPU,0.010353413654618475,0.1009558232931727,0.4274698795180723,0.7269959839357429,0.8112449799196787
HNRNPUL2,0.0026265060240963857,0.017004016064257027,0.11861044176706827,0.4246746987951807,0.6596626506024096
HOMER1,0.009879518072289156,0.0979277108433735,0.4046425702811245,0.7295823293172691,0.8132369477911646
HOXA1,0.0026907630522088354,0.03725301204819277,0.20534939759036144,0.5042088353413655,0.7163052208835341
HRAS,0.015293172690763052,0.14486746987951807,0.5387309236947792,0.7709076305220883,0.8197429718875502
HS3ST5,0.0026666666666666666,0.014795180722891566,0.08235341365461847,0.29810441767068274,0.5452208835341366
HSD11B1,0.0022008032128514056,0.008369477911646587,0.07808835341365462,0.3055100401606426,0.449574297188755
HTR1B,0.004184738955823293,0.04011244979919679,0.21171084337349397,0.5547871485943775,0.7666827309236948
HTR2C,0.006682730923694779,0.06407228915662651,0.30180722891566264,0.6524337349397591,0.8000321285140563
HTR3A,0.004329317269076306,0.047911646586345384,0.24463453815261044,0.5789638554216867,0.7864738955823293
HTR3C,0.0034779116465863454,0.03895582329317269,0.18919678714859436,0.5361927710843374,0.7425461847389558
HUWE1,0.009983935742971888,0.09158232931726908,0.4050522088353414,0.7209718875502008,0.8088514056224899
HYDIN,0.0028835341365461846,0.009967871485943774,0.06308433734939758,0.2774859437751004,0.5800562248995984
ICA1,0.0013012048192771084,0.002763052208835341,0.021349397590361446,0.0767710843373494,0.19061044176706826
IGF1,0.010184738955823293,0.10646586345381526,0.45606425702811243,0.7438232931726908,0.8169799196787149
IKZF1,0.008602409638554217,0.0880562248995984,0.3673012048192771,0.6979759036144578,0.8079116465863454
IL1R2,0.0020883534136546186,0.0077028112449799195,0.06224096385542169,0.2439437751004016,0.5057751004016064
IL1RAPL1,0.006674698795180723,0.05463453815261044,0.2926104417670683,0.6484417670682731,0.7897429718875502
IL1RAPL2,0.001180722891566265,0.004441767068273092,0.040176706827309235,0.1426425702811245,0.3575100401606426
ILF2,0.007734939759036144,0.07416867469879518,0.3372690763052209,0.6784417670682731,0.8007871485943775
IMMP2L,0.002867469879518072,0.018779116465863454,0.1168433734939759,0.41212048192771084,0.6613895582329318
INPP1,0.0017028112449799196,0.010690763052208835,0.07518072289156627,0.22463453815261045,0.4243293172690763
INTS1,0.0020160642570281125,0.01357429718875502,0.10254618473895583,0.37955020080321283,0.6010682730923694
INTS6,0.0022008032128514056,0.015526104417670683,0.12048192771084337,0.45954216867469877,0.5801686746987952
IQGAP3,0.0026345381526104417,0.01873895582329317,0.11245783132530121,0.35342168674698793,0.6233815261044177
IQSEC2,0.005180722891566265,0.05422489959839358,0.3117269076305221,0.6502489959839357,0.7895180722891566
IRF2BPL,0.0009317269076305221,0.006947791164658635,0.049951807228915665,0.11168674698795181,0.15257831325301205
IRX5,0.0014859437751004016,0.006682730923694779,0.055710843373493975,0.20239357429718877,0.45020883534136547
ITGA8,0.0024738955823293174,0.02125301204819277,0.12570281124497992,0.41914859437751006,0.694
ITGB3,0.0067951807228915665,0.05700401606425703,0.31639357429718873,0.6888674698795181,0.8022730923694779
ITPR1,0.011228915662650602,0.09730923694779116,0.4033975903614458,0.7263614457831326,0.8129477911646587
ITSN1,0.007445783132530121,0.054080321285140565,0.3220321285140562,0.6557349397590362,0.7986184738955824
JARID2,0.0076947791164658635,0.0710441767068273,0.3213975903614458,0.6556787148594377,0.7965381526104418
JMJD1C,0.004875502008032128,0.042658634538152614,0.2411004016064257,0.5938795180722891,0.7788112449799197
KANK1,0.0025140562248995983,0.022570281124497993,0.1306987951807229,0.502425702811245,0.6798152610441767
KANSL1,0.005662650602409639,0.054305220883534136,0.31455421686746987,0.6394457831325301,0.7960240963855422
KAT2B,0.01389558232931727,0.1257429718875502,0.4436385542168675,0.735285140562249,0.8132289156626507
KAT6A,0.008602409638554217,0.08576706827309237,0.33717269076305223,0.6706746987951807,0.7961285140562249
KAT6B,0.005975903614457831,0.058008032128514055,0.2857751004016064,0.6309638554216868,0.7905542168674698
KATNAL1,0.0015662650602409638,0.005124497991967871,0.028008032128514056,0.15426506024096384,0.3747710843373494
KATNAL2,0.004449799196787149,0.041734939759036145,0.2601124497991968,0.5997590361445783,0.7570923694779117
KCNA2,0.009911646586345382,0.07900401606425703,0.3313895582329317,0.6746184738955824,0.803863453815261
KCNA3,0.005140562248995984,0.04414457831325301,0.22496385542168676,0.5833574297188755,0.7724899598393574
KCNB1,0.007518072289156626,0.0621285140562249,0.27553413654618475,0.6403614457831325,0.7937590361445783
KCNC1,0.00819277108433735,0.07479518072289157,0.3209879518072289,0.6706265060240963,0.8018152610441767
