stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000228606	9606.ENSP00000268712	CYP27B1	NCOR1	9606	0.815	0	0	0	0.043	0.781	0	0.19
9606.ENSP00000228606	9606.ENSP00000385216	CYP27B1	NCOA1	9606	0.92	0	0	0	0.042	0.865	0	0.437
9606.ENSP00000229214	9606.ENSP00000307705	KRR1	H1-4	9606	0.406	0	0	0	0.047	0.402	0	0
9606.ENSP00000229214	9606.ENSP00000336721	KRR1	LARP1	9606	0.413	0	0	0	0.21	0.287	0	0
9606.ENSP00000229214	9606.ENSP00000296543	KRR1	NAA15	9606	0.441	0	0	0	0.405	0.1	0	0
9606.ENSP00000229214	9606.ENSP00000384193	KRR1	CADM2	9606	0.447	0	0	0	0	0	0	0.447
9606.ENSP00000229214	9606.ENSP00000405620	KRR1	DHX30	9606	0.449	0	0	0	0.125	0.362	0	0.091
9606.ENSP00000229214	9606.ENSP00000318195	KRR1	NCL	9606	0.465	0	0	0	0.121	0.067	0.4	0
9606.ENSP00000229214	9606.ENSP00000303252	KRR1	ZNF804A	9606	0.506	0	0	0	0.045	0.504	0	0
9606.ENSP00000229214	9606.ENSP00000313420	KRR1	PRKDC	9606	0.576	0	0	0	0.116	0	0.54	0
9606.ENSP00000229214	9606.ENSP00000365042	KRR1	CSNK2B	9606	0.59	0	0	0	0.081	0.572	0	0
9606.ENSP00000229214	9606.ENSP00000481697	KRR1	RSRC1	9606	0.61	0	0	0	0.21	0.493	0	0.104
9606.ENSP00000229214	9606.ENSP00000410746	KRR1	DOCK4	9606	0.717	0	0	0	0.195	0.64	0	0.104
9606.ENSP00000229214	9606.ENSP00000355471	KRR1	TFB2M	9606	0.727	0.099	0	0	0.698	0.067	0	0.054
9606.ENSP00000229214	9606.ENSP00000363944	KRR1	LAS1L	9606	0.728	0	0	0	0.299	0	0.5	0.286
9606.ENSP00000229214	9606.ENSP00000365458	KRR1	HNRNPK	9606	0.758	0	0	0	0.061	0	0	0.753
9606.ENSP00000229281	9606.ENSP00000387593	C12orf57	TANC2	9606	0.422	0	0	0	0	0.423	0	0
9606.ENSP00000229281	9606.ENSP00000405574	C12orf57	TBL1XR1	9606	0.482	0	0	0	0.049	0	0	0.478
9606.ENSP00000229281	9606.ENSP00000366024	C12orf57	HLA-G	9606	0.595	0	0	0	0.045	0	0	0.594
9606.ENSP00000229281	9606.ENSP00000379873	C12orf57	HLA-A	9606	0.767	0	0	0	0.056	0	0	0.764
9606.ENSP00000229281	9606.ENSP00000399168	C12orf57	HLA-B	9606	0.811	0	0	0	0.054	0	0	0.809
9606.ENSP00000231021	9606.ENSP00000435637	CDH9	CNTN5	9606	0.401	0	0	0	0.13	0	0	0.339
9606.ENSP00000231021	9606.ENSP00000344087	CDH9	AUTS2	9606	0.403	0	0	0	0	0.045	0	0.401
9606.ENSP00000231021	9606.ENSP00000307134	CDH9	CTNND2	9606	0.404	0	0	0	0.103	0.134	0	0.294
9606.ENSP00000231021	9606.ENSP00000384551	CDH9	NXPH1	9606	0.408	0	0	0.235	0.119	0	0	0.192
9606.ENSP00000231021	9606.ENSP00000366283	CDH9	SLITRK5	9606	0.414	0	0	0	0.139	0	0	0.348
9606.ENSP00000231021	9606.ENSP00000497594	CDH9	UBE3A	9606	0.422	0	0	0	0	0	0	0.422
9606.ENSP00000231021	9606.ENSP00000423354	CDH9	MEGF10	9606	0.439	0	0	0	0.054	0	0	0.431
9606.ENSP00000231021	9606.ENSP00000359506	CDH9	FMR1	9606	0.471	0	0	0	0	0	0	0.471
9606.ENSP00000231021	9606.ENSP00000282020	CDH9	GRID2	9606	0.476	0	0	0	0.111	0	0	0.434
9606.ENSP00000231021	9606.ENSP00000264318	CDH9	GABRA4	9606	0.498	0	0	0	0.126	0	0	0.449
9606.ENSP00000231021	9606.ENSP00000479811	CDH9	CNTNAP4	9606	0.554	0	0	0	0.14	0	0	0.502
9606.ENSP00000231021	9606.ENSP00000268603	CDH9	CDH11	9606	0.557	0	0	0.06	0	0	0.54	0.058
9606.ENSP00000231021	9606.ENSP00000354778	CDH9	CNTNAP2	9606	0.564	0	0	0	0.134	0	0	0.517
9606.ENSP00000231021	9606.ENSP00000345193	CDH9	SHANK2	9606	0.568	0	0	0	0.045	0	0	0.567
9606.ENSP00000231021	9606.ENSP00000489407	CDH9	SHANK3	9606	0.592	0	0	0	0.055	0.046	0	0.583
9606.ENSP00000231021	9606.ENSP00000437790	CDH9	CDH22	9606	0.602	0	0	0	0.159	0	0.54	0.054
9606.ENSP00000231021	9606.ENSP00000368666	CDH9	PTCHD1	9606	0.619	0	0	0	0.103	0	0	0.593
9606.ENSP00000231021	9606.ENSP00000489774	CDH9	DLGAP2	9606	0.623	0	0	0	0.172	0	0	0.563
9606.ENSP00000231021	9606.ENSP00000384638	CDH9	CTNNA2	9606	0.667	0	0	0	0.083	0.113	0.54	0.217
9606.ENSP00000231021	9606.ENSP00000382004	CDH9	CTNND1	9606	0.668	0	0	0	0.055	0.134	0.54	0.222
9606.ENSP00000231021	9606.ENSP00000354504	CDH9	ASTN2	9606	0.682	0	0	0	0.06	0	0	0.676
9606.ENSP00000231021	9606.ENSP00000337510	CDH9	FBXO40	9606	0.691	0	0	0	0	0	0	0.691
9606.ENSP00000231021	9606.ENSP00000385142	CDH9	NRXN1	9606	0.706	0	0	0	0.119	0	0	0.68
9606.ENSP00000231021	9606.ENSP00000392500	CDH9	NLGN1	9606	0.707	0	0	0	0.102	0	0	0.687
9606.ENSP00000231021	9606.ENSP00000462701	CDH9	CDH8	9606	0.726	0	0	0.05	0.083	0	0.54	0.397
9606.ENSP00000231021	9606.ENSP00000264463	CDH9	CDH10	9606	0.74	0	0	0.049	0.109	0	0.54	0.412
9606.ENSP00000231021	9606.ENSP00000351591	CDH9	NLGN3	9606	0.743	0	0	0	0.088	0	0	0.729
9606.ENSP00000231021	9606.ENSP00000269141	CDH9	CDH2	9606	0.745	0	0	0.112	0.049	0	0.54	0.422
9606.ENSP00000231021	9606.ENSP00000268613	CDH9	CDH13	9606	0.751	0	0	0	0.044	0	0.54	0.48
9606.ENSP00000231021	9606.ENSP00000380602	CDH9	CNTN4	9606	0.751	0	0	0	0.108	0	0	0.732
9606.ENSP00000231021	9606.ENSP00000370483	CDH9	NLGN4X	9606	0.77	0	0	0	0.077	0	0	0.761
9606.ENSP00000231021	9606.ENSP00000371936	CDH9	SEMA5A	9606	0.788	0	0	0	0.049	0	0	0.787
9606.ENSP00000231021	9606.ENSP00000495360	CDH9	CTNNB1	9606	0.828	0	0	0	0	0.359	0.54	0.464
9606.ENSP00000231498	9606.ENSP00000264156	NUP155	MCM6	9606	0.408	0	0	0	0.263	0.084	0	0.193
9606.ENSP00000231498	9606.ENSP00000491830	NUP155	ZC3H11A	9606	0.41	0	0	0	0.058	0	0.4	0
9606.ENSP00000231498	9606.ENSP00000307863	NUP155	U2AF2	9606	0.41	0	0	0	0.057	0	0.4	0
9606.ENSP00000231498	9606.ENSP00000356319	NUP155	KIF14	9606	0.413	0	0	0	0.206	0.292	0	0
9606.ENSP00000231498	9606.ENSP00000359988	NUP155	SRSF11	9606	0.413	0	0	0	0.063	0	0.4	0
9606.ENSP00000231498	9606.ENSP00000425561	NUP155	EIF4E	9606	0.419	0	0	0	0.072	0	0.4	0
9606.ENSP00000231498	9606.ENSP00000319591	NUP155	KCND3	9606	0.433	0	0	0	0	0	0	0.433
9606.ENSP00000231498	9606.ENSP00000258962	NUP155	SRSF1	9606	0.488	0	0	0	0.107	0.05	0.4	0.112
9606.ENSP00000231498	9606.ENSP00000276201	NUP155	UPF3B	9606	0.519	0	0	0	0.064	0	0.5	0.056
9606.ENSP00000231498	9606.ENSP00000296543	NUP155	NAA15	9606	0.536	0	0	0	0.536	0	0	0
9606.ENSP00000231498	9606.ENSP00000280886	NUP155	DIP2C	9606	0.541	0	0	0	0.087	0.462	0	0.141
9606.ENSP00000231498	9606.ENSP00000392066	NUP155	DIP2A	9606	0.545	0	0	0	0.094	0.462	0	0.141
9606.ENSP00000231498	9606.ENSP00000265388	NUP155	TNPO3	9606	0.631	0	0	0	0.072	0	0	0.618
9606.ENSP00000231498	9606.ENSP00000384863	NUP155	XPO1	9606	0.769	0	0	0	0.369	0.347	0	0.486
9606.ENSP00000231498	9606.ENSP00000282516	NUP155	NIPBL	9606	0.799	0	0	0	0.08	0.071	0	0.784
9606.ENSP00000231498	9606.ENSP00000436679	NUP155	NXF1	9606	0.803	0	0	0	0.049	0.401	0.5	0.391
9606.ENSP00000231498	9606.ENSP00000264606	NUP155	HDAC4	9606	0.966	0	0	0	0.074	0.525	0.4	0.888
9606.ENSP00000231498	9606.ENSP00000261396	NUP155	NUP133	9606	0.998	0	0	0	0.331	0.971	0.5	0.858
9606.ENSP00000231524	9606.ENSP00000408292	TRIM23	TRIM32	9606	0.473	0	0	0	0.067	0.251	0	0.305
9606.ENSP00000231524	9606.ENSP00000361777	TRIM23	SET	9606	0.512	0	0	0	0.049	0.508	0	0
9606.ENSP00000231524	9606.ENSP00000370719	TRIM23	ITSN1	9606	0.535	0	0	0	0	0.497	0	0.115
9606.ENSP00000231524	9606.ENSP00000496301	TRIM23	TRIM8	9606	0.557	0	0	0	0	0.068	0	0.544
9606.ENSP00000234198	9606.ENSP00000254079	DLX2	PPP1R1B	9606	0.4	0	0	0	0	0	0	0.4
9606.ENSP00000234198	9606.ENSP00000388658	DLX2	SLC25A12	9606	0.408	0	0	0	0	0	0	0.408
9606.ENSP00000234198	9606.ENSP00000341551	DLX2	SMAD4	9606	0.41	0	0	0	0	0	0	0.41
9606.ENSP00000234198	9606.ENSP00000350844	DLX2	PAX5	9606	0.423	0	0	0	0	0	0	0.423
9606.ENSP00000234198	9606.ENSP00000398273	DLX2	SOX5	9606	0.425	0	0	0	0.049	0.068	0	0.404
9606.ENSP00000234198	9606.ENSP00000401112	DLX2	SATB2	9606	0.432	0	0	0	0.048	0	0	0.428
9606.ENSP00000234198	9606.ENSP00000378132	DLX2	IRX5	9606	0.436	0	0	0	0.108	0.072	0	0.373
9606.ENSP00000234198	9606.ENSP00000283268	DLX2	FEZF2	9606	0.445	0	0	0	0.05	0.054	0	0.433
9606.ENSP00000234198	9606.ENSP00000380271	DLX2	RAPGEF4	9606	0.473	0	0	0	0.042	0	0	0.473
9606.ENSP00000234198	9606.ENSP00000355718	DLX2	DLL1	9606	0.505	0	0	0	0.063	0	0	0.493
9606.ENSP00000234198	9606.ENSP00000253408	DLX2	GFAP	9606	0.505	0	0	0	0	0	0	0.505
9606.ENSP00000234198	9606.ENSP00000349723	DLX2	BCL11B	9606	0.53	0	0	0	0.042	0.054	0	0.523
9606.ENSP00000234198	9606.ENSP00000362717	DLX2	LHX2	9606	0.535	0	0	0	0.062	0.045	0	0.523
9606.ENSP00000234198	9606.ENSP00000355001	DLX2	POU3F3	9606	0.565	0	0	0	0.066	0.059	0	0.545
9606.ENSP00000234198	9606.ENSP00000379644	DLX2	SOX6	9606	0.575	0	0	0	0	0.068	0	0.563
9606.ENSP00000234198	9606.ENSP00000239243	DLX2	MSX2	9606	0.639	0	0	0	0.073	0.292	0	0.494
9606.ENSP00000234198	9606.ENSP00000339004	DLX2	FOXG1	9606	0.691	0	0	0	0.169	0.047	0	0.641
9606.ENSP00000234198	9606.ENSP00000374205	DLX2	TBR1	9606	0.729	0	0	0	0.109	0.091	0	0.692
9606.ENSP00000234198	9606.ENSP00000497479	DLX2	MYT1L	9606	0.732	0	0	0	0.106	0	0	0.713
9606.ENSP00000234198	9606.ENSP00000492024	DLX2	PAX6	9606	0.808	0	0	0	0.049	0.071	0	0.8
9606.ENSP00000234198	9606.ENSP00000453793	DLX2	MEIS2	9606	0.813	0	0	0	0.044	0.072	0	0.807
9606.ENSP00000237163	9606.ENSP00000321805	DOP1A	RIT2	9606	0.404	0	0	0	0.058	0.071	0	0.373
9606.ENSP00000237163	9606.ENSP00000342481	DOP1A	ATP9A	9606	0.564	0	0	0	0.109	0.093	0	0.504
9606.ENSP00000237163	9606.ENSP00000341198	DOP1A	NEO1	9606	0.595	0	0	0	0	0	0	0.595
9606.ENSP00000238018	9606.ENSP00000359211	GDA	DPYD	9606	0.41	0.111	0	0	0.104	0	0	0.319
9606.ENSP00000238018	9606.ENSP00000443965	GDA	ADK	9606	0.487	0.046	0	0	0.044	0	0	0.483
9606.ENSP00000238018	9606.ENSP00000355493	GDA	ADSS2	9606	0.505	0.103	0	0	0.042	0	0	0.47
9606.ENSP00000238018	9606.ENSP00000430075	GDA	AMPD1	9606	0.597	0.073	0	0	0	0.055	0	0.577
9606.ENSP00000238018	9606.ENSP00000485525	GDA	ADSL	9606	0.663	0.119	0	0	0.08	0	0	0.617
9606.ENSP00000238018	9606.ENSP00000427985	GDA	DPYSL2	9606	0.715	0.079	0	0	0.118	0	0	0.677
9606.ENSP00000238018	9606.ENSP00000345731	GDA	DLG1	9606	0.723	0.045	0	0	0.042	0.119	0	0.697
9606.ENSP00000238018	9606.ENSP00000361965	GDA	ADA	9606	0.737	0.073	0	0	0.092	0.052	0	0.709
9606.ENSP00000238018	9606.ENSP00000321606	GDA	CRMP1	9606	0.744	0.079	0	0	0.109	0	0	0.713
9606.ENSP00000238018	9606.ENSP00000363480	GDA	DLG3	9606	0.901	0.045	0	0	0.043	0.349	0	0.854
9606.ENSP00000238018	9606.ENSP00000497806	GDA	DLG4	9606	0.938	0.045	0	0	0	0.292	0	0.916
9606.ENSP00000238647	9606.ENSP00000495360	IRF2BPL	CTNNB1	9606	0.426	0	0	0	0.048	0.292	0	0.217
9606.ENSP00000238714	9606.ENSP00000258962	PAPOLG	SRSF1	9606	0.447	0	0	0	0.092	0.235	0	0.268
9606.ENSP00000238714	9606.ENSP00000416255	PAPOLG	EIF4G1	9606	0.488	0	0	0	0.054	0	0	0.481
9606.ENSP00000238714	9606.ENSP00000253048	PAPOLG	ZC3H4	9606	0.507	0	0	0	0.047	0.432	0	0.164
9606.ENSP00000238714	9606.ENSP00000265085	PAPOLG	CPEB4	9606	0.514	0	0	0	0.049	0.097	0	0.479
9606.ENSP00000238714	9606.ENSP00000425561	PAPOLG	EIF4E	9606	0.535	0	0	0	0.146	0	0	0.478
9606.ENSP00000238714	9606.ENSP00000345412	PAPOLG	CPSF7	9606	0.542	0	0	0	0.064	0	0	0.53
9606.ENSP00000238714	9606.ENSP00000362300	PAPOLG	AGO1	9606	0.651	0	0	0	0.099	0	0	0.629
9606.ENSP00000238714	9606.ENSP00000313007	PAPOLG	PABPC1	9606	0.829	0	0	0	0.048	0.074	0	0.822
9606.ENSP00000238714	9606.ENSP00000307863	PAPOLG	U2AF2	9606	0.92	0	0	0	0	0	0	0.92
9606.ENSP00000239243	9606.ENSP00000351015	MSX2	NF1	9606	0.403	0	0	0	0.082	0	0	0.377
9606.ENSP00000239243	9606.ENSP00000332353	MSX2	PTCH1	9606	0.403	0	0	0	0.042	0	0	0.402
9606.ENSP00000239243	9606.ENSP00000379258	MSX2	GLI3	9606	0.446	0	0	0	0.06	0.046	0	0.431
9606.ENSP00000239243	9606.ENSP00000362717	MSX2	LHX2	9606	0.472	0	0	0	0.042	0.071	0	0.454
9606.ENSP00000239243	9606.ENSP00000480012	MSX2	ADORA2A	9606	0.481	0	0	0	0	0.062	0	0.469
9606.ENSP00000239243	9606.ENSP00000379644	MSX2	SOX6	9606	0.481	0	0	0	0	0	0	0.481
9606.ENSP00000239243	9606.ENSP00000427793	MSX2	WWP1	9606	0.499	0	0	0	0	0	0.5	0
9606.ENSP00000239243	9606.ENSP00000389870	MSX2	DLX3	9606	0.505	0	0	0	0.201	0	0	0.406
9606.ENSP00000239243	9606.ENSP00000495360	MSX2	CTNNB1	9606	0.54	0	0	0	0	0	0	0.54
9606.ENSP00000239243	9606.ENSP00000396198	MSX2	FGF13	9606	0.543	0	0	0	0	0	0	0.543
9606.ENSP00000239243	9606.ENSP00000361664	MSX2	HIVEP3	9606	0.545	0	0	0	0	0.045	0.5	0.125
9606.ENSP00000239243	9606.ENSP00000401112	MSX2	SATB2	9606	0.564	0	0	0	0	0	0	0.564
9606.ENSP00000239243	9606.ENSP00000352257	MSX2	XRCC6	9606	0.576	0	0	0	0	0.292	0	0.427
9606.ENSP00000239243	9606.ENSP00000428480	MSX2	DLX6	9606	0.615	0	0	0	0.056	0	0.5	0.25
9606.ENSP00000239243	9606.ENSP00000341551	MSX2	SMAD4	9606	0.637	0	0	0	0	0.084	0	0.62
9606.ENSP00000239243	9606.ENSP00000393312	MSX2	FGFR1	9606	0.681	0	0	0	0	0	0	0.681
9606.ENSP00000239243	9606.ENSP00000364912	MSX2	SPEN	9606	0.892	0	0	0	0	0.088	0	0.887
9606.ENSP00000239906	9606.ENSP00000379287	FAM53C	YWHAZ	9606	0.453	0	0	0	0.044	0.452	0	0
9606.ENSP00000239906	9606.ENSP00000264335	FAM53C	YWHAE	9606	0.485	0	0	0	0	0.486	0	0
9606.ENSP00000239906	9606.ENSP00000326563	FAM53C	KDM3B	9606	0.545	0	0.192	0	0.11	0	0	0.419
9606.ENSP00000239906	9606.ENSP00000306330	FAM53C	YWHAG	9606	0.612	0	0	0	0.049	0.609	0	0
9606.ENSP00000239906	9606.ENSP00000340373	FAM53C	DYRK1A	9606	0.9	0	0	0	0.06	0.873	0	0.233
9606.ENSP00000240587	9606.ENSP00000419153	TSHZ3	ZBTB20	9606	0.416	0	0	0	0.066	0	0	0.401
9606.ENSP00000240587	9606.ENSP00000338157	TSHZ3	ZBTB16	9606	0.425	0	0	0	0.055	0.045	0	0.414
9606.ENSP00000240587	9606.ENSP00000416662	TSHZ3	ZNF713	9606	0.432	0	0	0	0	0.045	0	0.429
9606.ENSP00000240587	9606.ENSP00000477213	TSHZ3	APBB1	9606	0.442	0	0	0	0.062	0.292	0	0.228
9606.ENSP00000240587	9606.ENSP00000315664	TSHZ3	ZNF18	9606	0.445	0	0	0	0.055	0	0	0.437
9606.ENSP00000240587	9606.ENSP00000468153	TSHZ3	ZNF559	9606	0.452	0	0	0	0.047	0.045	0	0.446
9606.ENSP00000240587	9606.ENSP00000353058	TSHZ3	ZNF517	9606	0.452	0	0	0	0	0	0	0.452
9606.ENSP00000240587	9606.ENSP00000421863	TSHZ3	ZNF827	9606	0.457	0	0	0	0	0	0	0.457
9606.ENSP00000240587	9606.ENSP00000337555	TSHZ3	ZNF548	9606	0.458	0	0	0	0	0.045	0	0.455
9606.ENSP00000240587	9606.ENSP00000386845	TSHZ3	ZNF385B	9606	0.469	0	0	0	0.042	0	0	0.468
9606.ENSP00000240587	9606.ENSP00000283268	TSHZ3	FEZF2	9606	0.491	0	0	0	0	0.045	0	0.489
9606.ENSP00000240587	9606.ENSP00000346348	TSHZ3	ZNF774	9606	0.501	0	0	0	0	0.045	0	0.499
9606.ENSP00000240587	9606.ENSP00000453793	TSHZ3	MEIS2	9606	0.56	0	0	0	0.089	0.235	0	0.419
9606.ENSP00000240587	9606.ENSP00000464391	TSHZ3	TSHZ1	9606	0.617	0	0	0.065	0.048	0.596	0	0.062
9606.ENSP00000241014	9606.ENSP00000403888	MAPK8IP1	DISC1	9606	0.414	0	0	0	0	0	0	0.414
9606.ENSP00000241014	9606.ENSP00000349588	MAPK8IP1	ANK2	9606	0.42	0	0	0	0.122	0.317	0	0.11
9606.ENSP00000241014	9606.ENSP00000347710	MAPK8IP1	OPHN1	9606	0.438	0	0	0	0	0	0	0.438
9606.ENSP00000241014	9606.ENSP00000345824	MAPK8IP1	TSPOAP1	9606	0.465	0	0	0	0.054	0.456	0	0.044
9606.ENSP00000241014	9606.ENSP00000438388	MAPK8IP1	KIF1A	9606	0.474	0	0	0	0.188	0	0	0.378
9606.ENSP00000241014	9606.ENSP00000280772	MAPK8IP1	ANK3	9606	0.481	0	0	0	0.08	0.42	0	0.106
9606.ENSP00000241014	9606.ENSP00000393379	MAPK8IP1	KIF5C	9606	0.507	0	0	0	0.155	0	0	0.44
9606.ENSP00000241014	9606.ENSP00000341551	MAPK8IP1	SMAD4	9606	0.626	0	0	0	0	0	0	0.626
9606.ENSP00000241014	9606.ENSP00000340820	MAPK8IP1	MAPT	9606	0.721	0	0	0	0.132	0.301	0	0.577
9606.ENSP00000241014	9606.ENSP00000477213	MAPK8IP1	APBB1	9606	0.745	0	0	0	0.118	0	0	0.723
9606.ENSP00000241014	9606.ENSP00000243077	MAPK8IP1	LRP1	9606	0.778	0	0	0	0.085	0.497	0	0.557
9606.ENSP00000241014	9606.ENSP00000496870	MAPK8IP1	LRP2	9606	0.82	0	0	0	0	0.497	0	0.656
9606.ENSP00000241014	9606.ENSP00000465039	MAPK8IP1	MAP4K1	9606	0.919	0	0	0	0	0	0.9	0.23
9606.ENSP00000241014	9606.ENSP00000481780	MAPK8IP1	MAPK8IP3	9606	0.925	0	0	0	0.08	0.468	0	0.859
9606.ENSP00000241052	9606.ENSP00000311827	CAT	MSL2	9606	0.401	0.057	0	0	0.203	0.114	0	0.207
9606.ENSP00000241052	9606.ENSP00000332256	CAT	ALDH1A3	9606	0.427	0	0	0	0.133	0.091	0.184	0.214
9606.ENSP00000241052	9606.ENSP00000314649	CAT	ALDH5A1	9606	0.431	0	0	0	0.194	0.071	0.184	0.178
9606.ENSP00000241052	9606.ENSP00000313921	CAT	MSRA	9606	0.484	0	0	0	0.204	0.078	0	0.353
9606.ENSP00000241052	9606.ENSP00000410833	CAT	GBE1	9606	0.571	0	0	0	0.392	0	0	0.323
9606.ENSP00000241052	9606.ENSP00000270142	CAT	SOD1	9606	0.92	0.115	0	0	0.155	0.25	0.792	0.425
9606.ENSP00000241052	9606.ENSP00000360569	CAT	SCP2	9606	0.939	0	0	0	0.835	0.215	0.5	0.166
9606.ENSP00000241356	9606.ENSP00000325527	ADORA3	FBN1	9606	0.448	0	0	0	0.044	0.049	0	0.442
9606.ENSP00000241356	9606.ENSP00000360973	ADORA3	AGTR2	9606	0.517	0	0	0	0	0	0.5	0.073
9606.ENSP00000241356	9606.ENSP00000443965	ADORA3	ADK	9606	0.607	0	0	0	0	0	0	0.607
9606.ENSP00000241356	9606.ENSP00000361965	ADORA3	ADA	9606	0.649	0	0	0	0	0	0	0.649
9606.ENSP00000241356	9606.ENSP00000493985	ADORA3	KNG1	9606	0.915	0	0	0	0	0	0.9	0.186
9606.ENSP00000241356	9606.ENSP00000497260	ADORA3	GNAI1	9606	0.92	0	0	0	0	0.125	0.9	0.16
9606.ENSP00000243077	9606.ENSP00000366267	LRP1	GPC5	9606	0.4	0	0	0	0	0	0.4	0
9606.ENSP00000243077	9606.ENSP00000430945	LRP1	ADGRB1	9606	0.406	0	0	0	0.061	0	0	0.393
9606.ENSP00000243077	9606.ENSP00000366246	LRP1	GPC6	9606	0.422	0	0	0	0.061	0	0.4	0.057
9606.ENSP00000243077	9606.ENSP00000358866	LRP1	FLNA	9606	0.427	0	0	0	0.15	0	0	0.353
9606.ENSP00000243077	9606.ENSP00000418572	LRP1	VAMP2	9606	0.437	0	0	0	0.06	0	0	0.426
9606.ENSP00000243077	9606.ENSP00000359864	LRP1	GPC4	9606	0.444	0	0	0	0.06	0	0.4	0.094
9606.ENSP00000243077	9606.ENSP00000307046	LRP1	SDC2	9606	0.47	0	0	0	0.095	0	0.4	0.103
9606.ENSP00000243077	9606.ENSP00000494750	LRP1	ACTB	9606	0.506	0	0	0	0	0	0	0.506
9606.ENSP00000243077	9606.ENSP00000340820	LRP1	MAPT	9606	0.632	0	0	0	0.058	0	0	0.625
9606.ENSP00000243077	9606.ENSP00000339328	LRP1	PLAUR	9606	0.718	0	0	0	0.047	0.292	0	0.615
9606.ENSP00000243077	9606.ENSP00000312652	LRP1	LEP	9606	0.735	0	0	0	0.058	0	0	0.731
9606.ENSP00000243077	9606.ENSP00000318585	LRP1	BACE1	9606	0.774	0	0	0	0.128	0	0	0.751
9606.ENSP00000243077	9606.ENSP00000477213	LRP1	APBB1	9606	0.918	0	0	0	0.08	0.669	0	0.754
9606.ENSP00000243077	9606.ENSP00000496870	LRP1	LRP2	9606	0.942	0	0	0	0	0	0.9	0.449
9606.ENSP00000243077	9606.ENSP00000497806	LRP1	DLG4	9606	0.946	0	0	0	0.172	0.54	0	0.871
9606.ENSP00000243077	9606.ENSP00000260356	LRP1	THBS1	9606	0.958	0	0	0	0.075	0.625	0	0.889
9606.ENSP00000245121	9606.ENSP00000370483	KATNAL2	NLGN4X	9606	0.406	0	0	0	0.064	0.047	0	0.388
9606.ENSP00000245121	9606.ENSP00000367203	KATNAL2	KDM6A	9606	0.406	0.057	0	0	0.055	0.128	0	0.326
9606.ENSP00000245121	9606.ENSP00000348965	KATNAL2	DYNC1H1	9606	0.424	0	0	0	0.062	0.3	0	0.192
9606.ENSP00000245121	9606.ENSP00000254846	KATNAL2	KDM6B	9606	0.424	0.057	0	0	0.067	0.128	0	0.337
9606.ENSP00000245121	9606.ENSP00000374205	KATNAL2	TBR1	9606	0.438	0	0	0	0	0.045	0	0.436
9606.ENSP00000245121	9606.ENSP00000489407	KATNAL2	SHANK3	9606	0.439	0	0	0	0	0.123	0	0.387
9606.ENSP00000245121	9606.ENSP00000359085	KATNAL2	NTNG1	9606	0.454	0	0	0	0	0.124	0	0.402
9606.ENSP00000245121	9606.ENSP00000477455	KATNAL2	GRIN2B	9606	0.465	0	0	0	0	0	0	0.465
9606.ENSP00000245121	9606.ENSP00000259335	KATNAL2	ECPAS	9606	0.482	0	0	0	0.075	0.418	0	0.115
9606.ENSP00000245121	9606.ENSP00000380460	KATNAL2	PLAA	9606	0.491	0	0	0	0.122	0.298	0	0.241
9606.ENSP00000245121	9606.ENSP00000264414	KATNAL2	CUL3	9606	0.499	0	0	0	0.086	0.183	0	0.383
9606.ENSP00000245121	9606.ENSP00000356379	KATNAL2	ASPM	9606	0.51	0	0	0	0.087	0.331	0	0.262
9606.ENSP00000245121	9606.ENSP00000340373	KATNAL2	DYRK1A	9606	0.528	0	0	0	0	0.093	0	0.501
9606.ENSP00000245121	9606.ENSP00000373696	KATNAL2	TRIP12	9606	0.545	0	0	0	0.111	0.277	0	0.349
9606.ENSP00000245121	9606.ENSP00000431800	KATNAL2	EIF3F	9606	0.559	0	0	0	0.093	0.468	0	0.159
9606.ENSP00000245121	9606.ENSP00000351777	KATNAL2	VCP	9606	0.613	0	0	0.091	0.461	0.272	0	0
9606.ENSP00000245121	9606.ENSP00000490107	KATNAL2	SCN2A	9606	0.621	0	0	0	0	0.066	0	0.611
9606.ENSP00000245121	9606.ENSP00000495240	KATNAL2	CHD8	9606	0.71	0	0	0	0.055	0.126	0	0.676
9606.ENSP00000245121	9606.ENSP00000308610	KATNAL2	GPD2	9606	0.785	0.109	0	0	0.599	0.097	0.325	0.166
9606.ENSP00000245121	9606.ENSP00000348442	KATNAL2	PSMD12	9606	0.894	0	0	0	0.151	0.841	0	0.28
9606.ENSP00000245121	9606.ENSP00000418695	KATNAL2	PSMD6	9606	0.94	0	0	0	0.246	0.902	0	0.26
9606.ENSP00000245121	9606.ENSP00000261712	KATNAL2	PSMD11	9606	0.953	0	0	0	0.154	0.937	0	0.197
9606.ENSP00000245615	9606.ENSP00000351159	MBOAT7	CNOT3	9606	0.468	0	0	0	0.085	0	0	0.443
9606.ENSP00000246672	9606.ENSP00000312652	NR1D1	LEP	9606	0.404	0	0	0	0	0	0	0.404
9606.ENSP00000246672	9606.ENSP00000376142	NR1D1	INPP1	9606	0.406	0	0	0	0.072	0.361	0	0.079
9606.ENSP00000246672	9606.ENSP00000378402	NR1D1	SIN3A	9606	0.415	0	0	0	0.042	0	0	0.415
9606.ENSP00000246672	9606.ENSP00000263754	NR1D1	KAT2B	9606	0.415	0	0	0	0	0	0	0.415
