gene,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,clustering_coefficient,degree
CUL4B,0.028938906752411574,0.0016597585619570231,0.4077351687971157,0.03298963168436515,0.24285714285714285,36
CUL7,0.04421221864951769,0.007146112539850926,0.39655722027414725,0.026315556579589977,0.11515151515151516,55
CUX1,0.0297427652733119,0.002807982637686895,0.3996145197558625,0.02510540649763399,0.23273273273273273,37
CUX2,0.02009646302250804,0.002529263914072492,0.34963462619449126,0.006787721395410895,0.25666666666666665,25
CX3CR1,0.012057877813504822,0.0005106983850823701,0.35808865860679334,0.007724917819330485,0.26666666666666666,15
CXXC5,0.003215434083601286,8.537388825973297e-06,0.3074641621354424,0.003062242585561323,0.0,4
CYFIP1,0.04501607717041801,0.003592002146894064,0.4211238997968856,0.03407837527893971,0.19935064935064936,56
CYFIP2,0.014469453376205787,0.0002071317924972499,0.37834549878345497,0.01285514100039096,0.37254901960784315,18
CYLC2,0.002411575562700965,0.0032141406668339486,0.18729298404095152,1.555412653267415e-07,0.0,3
CYP11B1,0.006430868167202572,0.00031269157462978156,0.31613722998729354,0.0016112630445760375,0.2857142857142857,8
CYP27A1,0.002411575562700965,3.7144701112880205e-05,0.2611251049538203,9.370810511379787e-05,0.0,3
CYP27B1,0.012057877813504822,0.0016395877359724116,0.3670699321333727,0.011662186446171268,0.24761904761904763,15
DAGLA,0.002411575562700965,1.8092311998557704e-07,0.304379740641057,0.001959511687608438,0.6666666666666666,3
DAPP1,0.001607717041800643,3.0235692440243305e-05,0.30267639902676396,0.000810357672047278,0.0,2
DCC,0.00964630225080386,0.0001799223209127354,0.34855701877276546,0.00418840770406199,0.25757575757575757,12
DDC,0.01527331189710611,0.0004433268066713961,0.33612537152121047,0.005532416616330265,0.3684210526315789,19
DDHD2,0.003215434083601286,0.0,0.288832133735779,0.00041371186264115326,1.0,4
DDX23,0.01527331189710611,0.00014140064336918748,0.346711259754738,0.011800943240198114,0.47368421052631576,19
DDX3X,0.06028938906752412,0.0043758916194764665,0.42012833502195207,0.057715110060287705,0.22234234234234235,75
DDX53,0.008038585209003215,9.318985384574541e-05,0.37023809523809526,0.010473551996348647,0.35555555555555557,10
DEAF1,0.002411575562700965,0.00019048744491603276,0.2806226032032484,0.0004774941252564041,0.0,3
DENND2B,0.002411575562700965,6.621383007441924e-06,0.28990911209508274,0.00036112032036125975,0.6666666666666666,3
DENR,0.012057877813504822,0.0003148436644792224,0.36078886310904873,0.007415358382952458,0.2761904761904762,15
DEPDC5,0.013665594855305467,0.0004354082923767398,0.3579856115107914,0.010214555614627053,0.35294117647058826,17
DGKI,0.006430868167202572,0.0002659269816601042,0.34374136501796076,0.003970831096196793,0.21428571428571427,8
DHCR7,0.003215434083601286,0.00014374040073522802,0.28414801279122887,0.00028182293594876477,0.16666666666666666,4
DHX30,0.013665594855305467,0.00032499737177552784,0.35141242937853107,0.00851570462495691,0.33088235294117646,17
DHX9,0.05546623794212219,0.003063976381791497,0.40947992100065833,0.049610584647084344,0.26854219948849106,69
DIP2A,0.003215434083601286,1.5908359537595887e-05,0.30423086329175836,0.0011239618535883963,0.16666666666666666,4
DIP2C,0.005627009646302251,0.0004091163057970407,0.3179146434960388,0.00163115864674681,0.047619047619047616,7
DIPK2A,0.005627009646302251,0.0007390010930065003,0.3135870935215528,0.0012910788201405373,0.19047619047619047,7
DISC1,0.04662379421221865,0.006732988388849355,0.41758979523329975,0.030230432915180305,0.15366001209921354,58
DIXDC1,0.001607717041800643,7.691410969029966e-06,0.3083787803668815,0.0007866259752646393,0.0,2
DLG1,0.04983922829581994,0.0019664561392867667,0.40840446487196325,0.044114448200061905,0.36012691697514543,62
DLG2,0.06109324758842444,0.0037034708765205098,0.41301460823373176,0.04764128246502096,0.3119298245614035,76
DLG3,0.04983922829581994,0.0021151286623080886,0.4007731958762887,0.0398090749834404,0.37546271813855103,62
DLG4,0.12620578778135047,0.02195902378777834,0.4597191426459719,0.08599717454172276,0.16536011758941696,157
DLGAP1,0.04340836012861736,0.0014156906831789724,0.387177093059446,0.03560462448065406,0.44234800838574423,54
DLGAP2,0.03778135048231511,0.0019119748705836949,0.3815950920245399,0.030327548698706634,0.46253469010175763,47
DLGAP3,0.027331189710610933,0.00010586155235098892,0.36913946587537094,0.0265399670547428,0.6987522281639929,34
DLL1,0.014469453376205787,0.0005107205723080732,0.3859757989450822,0.014393945210835824,0.24183006535947713,18
DLX2,0.016881028938906754,0.00045638814868960133,0.34700139470013946,0.0078036788539692864,0.3238095238095238,21
DLX3,0.003215434083601286,2.273867550337675e-05,0.3156559248921593,0.001292724016744313,0.3333333333333333,4
DLX6,0.007234726688102894,0.00013327299748864358,0.3369447453954496,0.004341140916394508,0.25,9
DMD,0.02491961414790997,0.003100100995334675,0.38633540372670805,0.012688759502638005,0.13548387096774195,31
DMPK,0.006430868167202572,0.0002999523148668959,0.34063526834611174,0.0037708865240866723,0.10714285714285714,8
DMWD,0.002411575562700965,1.581578320006328e-05,0.3028237585199611,0.0009816169209314117,0.0,3
DMXL2,0.001607717041800643,1.8477885705310143e-05,0.2712012208415086,0.00024024311301620174,0.0,2
DNAH10,0.0008038585209003215,0.0,0.2937426210153483,0.0004579540776862769,0.0,1
DNAH17,0.002411575562700965,3.4942426670729094e-05,0.2977501196744854,0.00048607189804070726,0.3333333333333333,3
DNAH3,0.002411575562700965,2.301788510498742e-05,0.2983928999760134,0.0004956232685010816,0.3333333333333333,3
DNAJC5,0.016881028938906754,0.0021917274442998886,0.36278798483522895,0.010417014022840416,0.2904761904761905,21
DNER,0.01045016077170418,0.00017145360770211203,0.3544159544159544,0.00632593551624922,0.358974358974359,13
DNM1,0.03617363344051447,0.0017679636944929768,0.4018087855297158,0.027714354771045894,0.2767676767676768,45
DNMT3A,0.06752411575562701,0.016662123964658555,0.42940973420780115,0.08969740059550335,0.3032128514056225,84
DOCK1,0.018488745980707395,0.0009526431564353396,0.3594336896850621,0.005812692121323671,0.1225296442687747,23
DOCK4,0.02090032154340836,0.0016206177864539779,0.38561686298822073,0.012214539397680321,0.19692307692307692,26
DOCK8,0.006430868167202572,0.00035408773291106235,0.32831881762998155,0.002457973648532625,0.2857142857142857,8
DOLK,0.005627009646302251,0.0005073760033749825,0.3158963941086846,0.0014972171675340332,0.19047619047619047,7
DOP1A,0.002411575562700965,4.2324720419628646e-05,0.2735869804266549,0.00018390592057903474,0.3333333333333333,3
DOT1L,0.0409967845659164,0.00021729672514155264,0.38253382533825336,0.06479732301420207,0.5709803921568627,51
DPP10,0.01929260450160772,0.0004910048509739141,0.3663133097762073,0.011158887617880964,0.322463768115942,24
DPP3,0.003215434083601286,6.111756279689545e-05,0.31022443890274315,0.0011000736523656947,0.16666666666666666,4
DPP4,0.013665594855305467,0.00039316587116839963,0.3603707995365006,0.007517006413999536,0.25,17
DPP6,0.022508038585209004,0.0007964595686358449,0.36026643498407185,0.01131735610110034,0.2566137566137566,28
DPYD,0.016881028938906754,0.0033586742621569653,0.3709004174120453,0.00657033144526844,0.13333333333333333,21
DPYSL2,0.028938906752411574,0.002961571176718894,0.3808940600122474,0.016107654623672946,0.18095238095238095,36
DPYSL3,0.011254019292604502,0.0007968203252782474,0.3409153192655522,0.002936486980487613,0.31868131868131866,14
DPYSL5,0.012057877813504822,0.0005240245570756762,0.33648904517176087,0.003167692141321692,0.3333333333333333,15
DRD1,0.03295819935691318,0.001107898930330375,0.3765133171912833,0.024436278503349413,0.36097560975609755,41
DRD2,0.06430868167202572,0.0070259939042058225,0.4215520162656727,0.0397588877552481,0.1990506329113924,80
DRD3,0.023311897106109324,0.0006458989744766163,0.3711217183770883,0.01390235365580612,0.33004926108374383,29
DSCAM,0.03054662379421222,0.0025372176329311606,0.3932975023711666,0.020293155915491377,0.22617354196301565,38
DST,0.006430868167202572,0.00022221297505447537,0.3258250392875851,0.0022119082316587537,0.25,8
DUSP15,0.0008038585209003215,0.0,0.24150650359153564,3.589563111906046e-05,0.0,1
DVL3,0.023311897106109324,0.0016232909675788466,0.3961783439490446,0.01844686880481391,0.23399014778325122,29
DYDC1,0.007234726688102894,9.474738568066017e-05,0.3232008313847753,0.009711200473074126,0.75,9
DYDC2,0.007234726688102894,4.147458431912081e-05,0.32311688311688314,0.009772661553308314,0.75,9
DYNC1H1,0.024115755627009645,0.004450874066251278,0.38790146554412225,0.013778258184754213,0.12413793103448276,30
DYRK1A,0.05305466237942122,0.010552832670462938,0.4352694191742477,0.044329975780167584,0.137995337995338,66
EBF3,0.0040192926045016075,1.6017257347028337e-05,0.3324425440940673,0.006454529308522343,0.4,5
ECPAS,0.00964630225080386,0.0001384252705802782,0.33648904517176087,0.0039397913412928505,0.36363636363636365,12
EEF1A2,0.01607717041800643,0.0004934283244037819,0.39021329987452946,0.01817670483149034,0.23684210526315788,20
EGR3,0.006430868167202572,8.61423518826403e-05,0.3537105487631504,0.0076786947070630425,0.17857142857142858,8
EHMT1,0.04019292604501608,0.0018489429151593577,0.3932975023711666,0.05564494358884189,0.4146938775510204,50
EIF3F,0.02009646302250804,0.0003890531078887427,0.3714541654225142,0.013856592002142993,0.32,25
EIF3G,0.01929260450160772,0.00030662495207857887,0.36278798483522895,0.011983052334299821,0.40217391304347827,24
EIF4E,0.0522508038585209,0.003600422038138775,0.4145284905031656,0.0402189470317737,0.2403846153846154,65
EIF4G1,0.0409967845659164,0.0019910231865596416,0.3993579454253612,0.03203304204786757,0.2752941176470588,51
EIF5A,0.02572347266881029,0.0014804604850921737,0.37708396483782963,0.014617796409177732,0.2842741935483871,32
ELAVL2,0.01929260450160772,0.0015646973576015667,0.3815950920245399,0.014230658961096912,0.27898550724637683,24
ELAVL3,0.00964630225080386,0.0003810198634003546,0.36110304789550074,0.00861954464427337,0.36363636363636365,12
ELOVL2,0.001607717041800643,1.7479205980875955e-06,0.29604950023798193,0.001007911202086577,0.0,2
ELP2,0.008038585209003215,5.819706120841879e-05,0.31327121631830773,0.004611864796941595,0.6222222222222222,10
ELP4,0.01045016077170418,0.00029142347913807244,0.32918761577136807,0.004874019296495359,0.28205128205128205,13
EMSY,0.01045016077170418,4.326242645619112e-05,0.3463251670378619,0.012605123874837766,0.3333333333333333,13
EN2,0.005627009646302251,5.233906371469401e-05,0.33422890918860826,0.0034663957520296392,0.14285714285714285,7
ENOX2,0.001607717041800643,7.706633048348322e-06,0.2529997966239577,6.364402564646847e-05,0.0,2
ENPP1,0.01527331189710611,0.0012608662366890028,0.33182181915177383,0.002218358769655974,0.15789473684210525,19
EP300,0.15755627009646303,0.03105921880710133,0.47919876733436056,0.1641497794198948,0.16174777603349033,196
EP400,0.04421221864951769,0.0006513398691427672,0.39948619139370584,0.06612531276699704,0.4478114478114478,55
EPC2,0.012861736334405145,9.985752203888763e-05,0.35912240184757505,0.012995401115500451,0.5416666666666666,16
EPHA1,0.018488745980707395,0.0006511869381061606,0.3803118312442678,0.012837832230130367,0.18972332015810275,23
EPHB1,0.012861736334405145,0.00029653041270146543,0.35482030804335424,0.006511396580222622,0.25833333333333336,16
EPHB2,0.022508038585209004,0.0008581219502368746,0.38442521631644005,0.01647400818021201,0.2619047619047619,28
EPPK1,0.003215434083601286,2.1701982285014516e-05,0.288832133735779,0.00031006412319985443,0.0,4
ERBIN,0.027331189710610933,0.002549997769848657,0.3979526551503519,0.019748183911933507,0.19429590017825313,34
ERG,0.00482315112540193,3.856612225483561e-06,0.3544159544159544,0.010321197384953748,0.6,6
ERMN,0.0040192926045016075,4.100864074101034e-05,0.330323951141795,0.0027090431397822274,0.2,5
ESR2,0.03054662379421222,0.0020951713601065807,0.4077351687971157,0.030238111557127117,0.22617354196301565,38
ESRRB,0.01045016077170418,0.0003250344294771682,0.3542141230068337,0.011119486460828651,0.2564102564102564,13
ETFB,0.007234726688102894,0.00021786976378477963,0.3067817509247842,0.0006413980494003134,0.1388888888888889,9
EXOC3,0.018488745980707395,0.0036861114659243383,0.3615228131357164,0.008594907922810691,0.25296442687747034,23
EXOC5,0.01527331189710611,0.002672970930943077,0.3684834123222749,0.007500734763321501,0.3333333333333333,19
EXOC6,0.012057877813504822,0.0009182226962700194,0.3395196506550218,0.004210564673505672,0.44761904761904764,15
EXOC6B,0.007234726688102894,3.1872626398098866e-05,0.3194658448895737,0.002482445638612001,0.6388888888888888,9
EXT1,0.008038585209003215,0.00024817679091293987,0.32153011113982943,0.001856721164428098,0.24444444444444444,10
FABP4,0.02009646302250804,0.003215900097389212,0.38573643410852715,0.021967596849176173,0.3433333333333333,25
FABP5,0.002411575562700965,4.433332473234996e-05,0.31201404564835716,0.001962165059428349,0.3333333333333333,3
FAM47A,0.0040192926045016075,6.512814472739424e-05,0.2834358623832308,0.0009899301656615652,0.1,5
FAM53C,0.0040192926045016075,4.920876111137716e-06,0.3289264939185616,0.003540976524410555,0.5,5
FAM98C,0.003215434083601286,0.0016639905453374678,0.23886328725038403,1.3886838099614223e-05,0.0,4
FAN1,0.0040192926045016075,0.0008284433414403314,0.33102714209686,0.0037331557571277595,0.3,5
FAT1,0.01929260450160772,0.001093525778812966,0.3854973659745894,0.023424026478084232,0.3333333333333333,24
FBN1,0.013665594855305467,0.0010523552978300686,0.35624284077892326,0.007809012278399568,0.18382352941176472,17
FBRSL1,0.002411575562700965,7.65355091942501e-07,0.309452736318408,0.0025990197209081706,0.3333333333333333,3
FBXL13,0.002411575562700965,2.2517604111995824e-06,0.3158161970043158,0.0017168517386047402,0.6666666666666666,3
FBXO11,0.012861736334405145,0.0007344554931477265,0.3508178228990412,0.009810696969740998,0.2833333333333333,16
FBXO33,0.008038585209003215,0.0002939161844501075,0.321115126484254,0.0015867956163711562,0.28888888888888886,10
FBXO40,0.01929260450160772,0.0025802054111410595,0.3814780742103649,0.014432079963738376,0.42391304347826086,24
FEZF2,0.01527331189710611,0.0005429372801083209,0.3428886438809261,0.006149616779779228,0.5497076023391813,19
FGA,0.012057877813504822,0.0007617142034584657,0.3474860335195531,0.00659753454093636,0.3238095238095238,15
FGF13,0.024115755627009645,0.002227995392605058,0.3952971083571655,0.023764094284431398,0.3448275862068966,30
FGF14,0.007234726688102894,2.8779578240080116e-05,0.3440265486725664,0.005515632809866767,0.4444444444444444,9
FGFR1,0.04581993569131833,0.003309911205465249,0.4170298357358364,0.04475298415005067,0.2487468671679198,57
FHIT,0.016881028938906754,0.001202957637824297,0.3736857915289877,0.010005708674129036,0.14761904761904762,21
FLNA,0.04421221864951769,0.005345006337732286,0.42012833502195207,0.030494644013496813,0.14006734006734006,55
FMR1,0.10289389067524116,0.019892914881166724,0.4648729446935725,0.08622285478993319,0.1624015748031496,128
FOXG1,0.03858520900321544,0.0027606105850348597,0.4102902374670185,0.033084823706335184,0.23049645390070922,48
FOXP1,0.02572347266881029,0.001897213847875024,0.38935837245696403,0.024439086314694897,0.26814516129032256,32
FOXP2,0.03295819935691318,0.003691880494075932,0.4077351687971157,0.023400148084864143,0.18292682926829268,41
FRG1,0.006430868167202572,0.00012217082977458198,0.32797258107039284,0.005323605697460191,0.25,8
FRK,0.001607717041800643,2.8166261163023723e-06,0.32745459331403,0.002444151223684891,0.0,2
FRMD5,0.001607717041800643,9.79308613794566e-06,0.2871652816251154,0.00032145144673443823,0.0,2
FRMPD4,0.005627009646302251,4.6623563758288964e-05,0.34175824175824177,0.004615554841420497,0.19047619047619047,7
FRRS1L,0.00482315112540193,0.0001007708112247887,0.33014861995753714,0.0035647822179879205,0.4,6
FRYL,0.00964630225080386,0.0005679179613239536,0.3561408531348411,0.009385401417708241,0.15151515151515152,12
FXN,0.005627009646302251,8.622858269587198e-05,0.3424167354803193,0.0035509342933570205,0.23809523809523808,7
G3BP2,0.01929260450160772,0.00046670134784244916,0.36416861826697894,0.01216849967261476,0.463768115942029,24
GABBR2,0.03295819935691318,0.0012186211162594465,0.3714541654225142,0.022077678657663736,0.37926829268292683,41
GABRA2,0.023311897106109324,0.0001126128671559857,0.35736857224935364,0.017536752874505568,0.5985221674876847,29
GABRA3,0.02170418006430868,0.0002752521164669501,0.3688111473465758,0.016886557087707598,0.47293447293447294,27
GABRA4,0.027331189710610933,0.0003346663313362574,0.3612078977932636,0.01950506361745075,0.47771836007130125,34
GABRB2,0.03456591639871383,0.0011103567462341997,0.3723436096976953,0.02335413897123242,0.40420819490586934,43
GABRB3,0.05064308681672026,0.0031379038128960196,0.3998714239794278,0.03482602739561423,0.3061955965181772,63
GABRG2,0.0409967845659164,0.0012994505137100272,0.37800060771801886,0.028012293076373644,0.38666666666666666,51
GABRG3,0.02090032154340836,0.00042219990551621637,0.3654524089306698,0.012730704138206796,0.4276923076923077,26
GALNT10,0.003215434083601286,0.0001360662575811369,0.31162324649298595,0.0013784529094960224,0.3333333333333333,4
GALNT13,0.01045016077170418,0.0006395565649653885,0.32659490679968495,0.003175324954230128,0.21794871794871795,13
GALNT14,0.001607717041800643,0.0,0.26507564457702965,0.00013504817382581997,1.0,2
GALNT2,0.0040192926045016075,0.00021417295917738844,0.31092226943264184,0.0010639524575532693,0.2,5
GALNT8,0.001607717041800643,0.0,0.26507564457702965,0.00013504817382581997,1.0,2
GAS2,0.002411575562700965,0.00016118676813284377,0.2954869358669834,0.0004512063699977791,0.0,3
GATM,0.00482315112540193,0.0001919894409251283,0.33023626227767455,0.0021012910314093703,0.2,6
GBE1,0.003215434083601286,0.0027691597494883826,0.27613762486126525,0.0001929443446048507,0.0,4
GDA,0.008842443729903537,0.0003149107214111538,0.33270928055629845,0.0036492346097131228,0.34545454545454546,11
GFAP,0.0594855305466238,0.006900957557178938,0.4408221119773211,0.056598837228931095,0.2410218437615698,74
GGNBP2,0.003215434083601286,0.00010251664786913758,0.30891482493171096,0.0011211016385962056,0.3333333333333333,4
GIGYF1,0.008038585209003215,3.544571553582647e-05,0.33306559571619815,0.005518127872059418,0.5111111111111111,10
GIGYF2,0.02491961414790997,0.0014800106282071906,0.3723436096976953,0.015779814321680758,0.2,31
GLI3,0.024115755627009645,0.0014881906230003617,0.3874182497664279,0.019831739290399362,0.1724137931034483,30
GLIS1,0.005627009646302251,0.00033477226244338706,0.3073881887818137,0.0016381474132939858,0.14285714285714285,7
GLO1,0.00964630225080386,0.0005198868587456927,0.32522875816993463,0.001948851554841302,0.10606060606060606,12
GLRA2,0.006430868167202572,4.865819258017435e-05,0.3379516435751155,0.0045320902443166736,0.4642857142857143,8
GLS,0.005627009646302251,0.00023455236238527355,0.32094943240454077,0.0016293308167698336,0.09523809523809523,7
GNAI1,0.03295819935691318,0.0015142046725760657,0.37823046518698694,0.018417478358372243,0.2573170731707317,41
GNAS,0.03778135048231511,0.006069904120198313,0.4045528455284553,0.031533455579242683,0.21369102682701202,47
GNB1L,0.0040192926045016075,0.00026086667965373364,0.32962374138844724,0.0025525247159546294,0.1,5
GNB2,0.03858520900321544,0.0033422497494445154,0.3854973659745894,0.018358672194887897,0.19680851063829788,48
GPC4,0.013665594855305467,0.0005117593853905347,0.3445983379501385,0.004063626158263384,0.17647058823529413,17
GPC5,0.008038585209003215,0.00011219078671383916,0.31287726358148893,0.001105910118202111,0.4222222222222222,10
GPC6,0.00964630225080386,0.00010635139302905854,0.32303297844715656,0.002295500581578073,0.3939393939393939,12
GPD2,0.006430868167202572,0.0006913261620379822,0.31170132798797295,0.0007965421304611596,0.03571428571428571,8
GPHN,0.03938906752411576,0.0015290994900422931,0.3905808477237049,0.0355143087393715,0.44982993197278914,49
GPR37,0.007234726688102894,0.001704505089976497,0.3262522947810123,0.0020386144881118767,0.1388888888888889,9
GPR85,0.0008038585209003215,0.0,0.24604430379746836,3.459680038268134e-05,0.0,1
GRB10,0.013665594855305467,0.0007667458653538746,0.3623652781823478,0.008631091075031256,0.17647058823529413,17
GRIA1,0.09163987138263666,0.007972053450323204,0.43375174337517436,0.06822562779344736,0.25632665735134297,114
GRIA2,0.08922829581993569,0.008018575817019445,0.43435754189944137,0.06692215872620523,0.25061425061425063,111
GRIA3,0.04180064308681672,0.0008218221022189575,0.3774271844660194,0.030821060280520087,0.3808446455505279,52
GRID1,0.013665594855305467,0.0003297654768562223,0.3493400730131985,0.012555165324394907,0.6323529411764706,17
GRID2,0.03697749196141479,0.001934317009522203,0.37492465340566605,0.026425129433696088,0.37584541062801935,46
GRID2IP,0.002411575562700965,2.148532836108978e-07,0.28215014742572014,0.0011745028173195803,0.6666666666666666,3
GRIK2,0.04823151125401929,0.0019033877565077008,0.39871794871794874,0.03471836481811503,0.31751412429378534,60
GRIK3,0.03135048231511254,0.00048570455418917377,0.37617175687934684,0.023420772871488648,0.43859649122807015,39
GRIK4,0.027331189710610933,0.0002606397151447755,0.3615228131357164,0.02047650894291364,0.49019607843137253,34
GRIK5,0.04260450160771704,0.0011196969408427272,0.373125374925015,0.030227216723650828,0.3955007256894049,53
GRIN1,0.06672025723472669,0.004573946801139415,0.4137013634852012,0.05189495344951998,0.31119600352630034,83
GRIN2A,0.09565916398713827,0.006605830641308227,0.4300034566194262,0.07009195923914821,0.2560888762284575,119
GRIN2B,0.12379421221864952,0.01772286035666694,0.46279761904761907,0.0913681768055263,0.19370172311348782,154
GRIP1,0.03617363344051447,0.0017311278717181903,0.3983349343579891,0.027598518348833694,0.30808080808080807,45
GRK4,0.003215434083601286,3.6231894910035164e-06,0.3004830917874396,0.00118979016884734,0.16666666666666666,4
GRM5,0.06993569131832797,0.004055561855004929,0.41069659953780124,0.052603899306840216,0.29724672547447206,87
GRM7,0.02491961414790997,0.0035972133036095435,0.3659899970579582,0.01660211649513319,0.4021505376344086,31
GSE1,0.01045016077170418,4.965547651537652e-05,0.3428886438809261,0.013841883760991406,0.44871794871794873,13
GSPT2,0.008038585209003215,3.312102537998721e-05,0.31115557778889447,0.0025395940699889305,0.5333333333333333,10
GSTM1,0.00482315112540193,0.00010956808332336856,0.3315565031982942,0.0018244630901811953,0.06666666666666667,6
GTF2I,0.011254019292604502,0.0006739137893628812,0.35190947666195194,0.009163624704864277,0.23076923076923078,14
GUCY1A2,0.007234726688102894,0.00023057222209380563,0.3344985211078247,0.0034536299484154744,0.25,9
H1-4,0.00964630225080386,6.383230010833298e-05,0.36374269005847953,0.01483262792876733,0.4393939393939394,12
H2BC11,0.07234726688102894,0.002939081211947389,0.41549766199064797,0.09069028221769436,0.29712858926342073,90
H3-3B,0.1414790996784566,0.01927883895565313,0.46766917293233085,0.15885844164712734,0.19331168831168832,176
H4C11,0.027331189710610933,0.0001255372128969121,0.3763993948562784,0.044006829561747535,0.5508021390374331,34
H4C3,0.028135048231511254,0.00021422141824355262,0.37685549833383825,0.042985099472267384,0.5109243697478991,35
H4C5,0.02652733118971061,0.00011990814787728281,0.3754904920012074,0.04239734520162225,0.553030303030303,33
HACE1,0.003215434083601286,5.681441549017017e-05,0.3221128948731227,0.0018431764851762997,0.0,4
HCFC1,0.04340836012861736,0.0031319355998348937,0.3955484896661367,0.054409559331001306,0.32983927323549966,54
HCN1,0.0008038585209003215,0.0,0.2777405670908685,0.00043471894463882187,0.0,1
HDAC4,0.05707395498392283,0.006013478009714345,0.43344947735191636,0.06969389536481757,0.2317907444668008,71
HDAC8,0.03938906752411576,0.0004922270514098517,0.39580019090041363,0.06242911266667371,0.4804421768707483,49
HDLBP,0.00964630225080386,0.0003149205647415439,0.33558133261397355,0.00535289354267067,0.24242424242424243,12
HECTD1,0.007234726688102894,5.1873233620126977e-05,0.33102714209686,0.004148171179983231,0.4722222222222222,9
HECTD4,0.0008038585209003215,0.0,0.2591126848573214,0.00011519266812813641,0.0,1
HECW2,0.003215434083601286,0.0001495627923955408,0.31201404564835716,0.0016791537978225243,0.0,4
HEPACAM,0.003215434083601286,2.1192373359401067e-05,0.293119698397738,0.000822852858661967,0.5,4
HERC1,0.005627009646302251,4.005250380748672e-05,0.32269779507133595,0.002348689675997992,0.3333333333333333,7
HERC2,0.013665594855305467,0.00035239507149236333,0.367612293144208,0.012284389893092107,0.22058823529411764,17
HIVEP2,0.003215434083601286,3.160118917438952e-05,0.31954790649884407,0.002188293644984236,0.16666666666666666,4
HIVEP3,0.007234726688102894,5.4180025856412585e-05,0.315096251266464,0.0020830540613961286,0.3611111111111111,9
HLA-A,0.018488745980707395,0.0018869621048038633,0.37823046518698694,0.011262433799635953,0.22924901185770752,23
HLA-B,0.013665594855305467,0.0008254249240314677,0.3408219178082192,0.0032959490939078757,0.19852941176470587,17
HLA-DPB1,0.012057877813504822,0.0003980489495617336,0.3432671081677704,0.004344790263437,0.38095238095238093,15
HLA-DRB1,0.014469453376205787,0.0005264548791396958,0.34651810584958215,0.005182639998862242,0.2549019607843137,18
HLA-G,0.00964630225080386,0.00021452237945901911,0.3194658448895737,0.00183500566771514,0.3939393939393939,12
HMGN1,0.02491961414790997,0.002283466081060247,0.3800794378246257,0.018922864818087862,0.24731182795698925,31
HNRNPD,0.04421221864951769,0.002100994364415954,0.39846252402306215,0.034107913421954225,0.2760942760942761,55
HNRNPF,0.02572347266881029,0.00029731423232409645,0.36416861826697894,0.019264810751138926,0.5161290322580645,32
HNRNPH2,0.02009646302250804,0.00016287961999470233,0.35777969513948804,0.013643895842260282,0.5933333333333334,25
HNRNPK,0.06270096463022508,0.00593721911016025,0.42027027027027025,0.05379871187135634,0.24042624042624042,78
HNRNPL,0.03617363344051447,0.0015349382513638184,0.3932975023711666,0.028929474246555203,0.31616161616161614,45
HNRNPR,0.024115755627009645,0.0006146427969029895,0.37915269734836937,0.018803613714471867,0.5333333333333333,30
HNRNPU,0.04983922829581994,0.0024326577450230597,0.4141145139813582,0.049304820486743645,0.28027498677948176,62
HNRNPUL2,0.00964630225080386,3.359667298325481e-05,0.33014861995753714,0.00586870585192608,0.6363636363636364,12
HOMER1,0.04421221864951769,0.0017585261281019284,0.40154938670109747,0.041819471106684485,0.43973063973063975,55
HOXA1,0.008842443729903537,5.599267381643297e-06,0.3495363866254566,0.01831473999758048,0.8545454545454545,11
HRAS,0.07315112540192927,0.007608434738494451,0.4428622285510858,0.06543381730803106,0.18534798534798536,91
HS3ST5,0.00964630225080386,0.00036987538279084956,0.32616675406397483,0.0028350214372953562,0.30303030303030304,12
HSD11B1,0.006430868167202572,0.0008115025230949089,0.3220295107429459,0.002583820208990316,0.14285714285714285,8
HTR1B,0.016881028938906754,0.0001452481170410114,0.3542141230068337,0.011180446039679121,0.43333333333333335,21
HTR2C,0.0297427652733119,0.0012340943747280043,0.38324091189155884,0.019869180528443997,0.28678678678678676,37
HTR3A,0.01929260450160772,6.427157704309913e-05,0.3513131883648687,0.015046806280115118,0.6340579710144928,24
HTR3C,0.012861736334405145,1.175877626867579e-05,0.3430777716492002,0.011309874530828897,0.8083333333333333,16
HUWE1,0.04742765273311897,0.005607618815568311,0.4148049349783261,0.040153487440573746,0.16890707188778492,59
HYDIN,0.01045016077170418,0.0006998749376664647,0.33369098712446355,0.001733583020942986,0.07692307692307693,13
ICA1,0.002411575562700965,3.2610454995728995e-05,0.29119850187265917,0.000470535556644019,0.0,3
IGF1,0.04823151125401929,0.004319415035447516,0.4261733470366564,0.04485665210040174,0.2672316384180791,60
IKZF1,0.03778135048231511,0.0028389152593157104,0.3946700507614213,0.045114035570045424,0.28307123034227566,47
IL1R2,0.006430868167202572,0.00019308021210900442,0.3185659411011524,0.001397033745941146,0.21428571428571427,8
IL1RAPL1,0.028135048231511254,0.0011138817015678667,0.37696969696969695,0.019474801318770454,0.28739495798319326,35
IL1RAPL2,0.002411575562700965,4.088961853755941e-06,0.3041564792176039,0.0010054062493327967,0.0,3
ILF2,0.03536977491961415,0.001251909386328082,0.3916876574307305,0.031037097934964814,0.3372093023255814,44
IMMP2L,0.01045016077170418,0.0009283922498303519,0.3488502523836231,0.005104739644564128,0.19230769230769232,13
