gene,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,clustering_coefficient,degree
CASKIN1,0.011254019292604502,4.3697025692332205e-05,0.35240793201133147,0.009579917779032082,0.5934065934065934,14
CASZ1,0.0040192926045016075,2.6800511078429002e-05,0.3154958153690084,0.0026642813803753143,0.1,5
CAT,0.005627009646302251,0.0004712182376084864,0.3096838436644262,0.000891218583123893,0.14285714285714285,7
CBX1,0.03376205787781351,0.00160709214487327,0.3812442537542139,0.04156036139527854,0.3321718931475029,42
CBX4,0.028135048231511254,0.000521380143332102,0.37617175687934684,0.03353469047205922,0.28739495798319326,35
CC2D1A,0.003215434083601286,0.0001055074123460276,0.2569186286658406,5.889955473560249e-05,0.0,4
CCDC88C,0.003215434083601286,5.6064728482090105e-05,0.30640394088669953,0.000659524353494653,0.0,4
CCDC91,0.0008038585209003215,0.0,0.27967625899280574,0.0002574993757463036,0.0,1
CCIN,0.002411575562700965,0.004834733322593481,0.23024245789376271,9.15998088126872e-06,0.0,3
CCNG1,0.007234726688102894,5.2648322219231557e-05,0.35210868949900936,0.007622351573445035,0.4444444444444444,9
CCNK,0.01607717041800643,0.0014294208974377097,0.34279415817029485,0.013808533904809402,0.3368421052631579,20
CCSER1,0.003215434083601286,2.5624826951442457e-05,0.30520117762512267,0.0009230358665691321,0.16666666666666666,4
CCT4,0.028135048231511254,0.0021595400967634655,0.3907035175879397,0.019358505646309573,0.2184873949579832,35
CD276,0.006430868167202572,9.88990452719889e-05,0.3309390795424315,0.0037045854182503266,0.39285714285714285,8
CD38,0.018488745980707395,0.0008414849581941836,0.3678296865759905,0.011459794166689718,0.20553359683794467,23
CD99L2,0.00482315112540193,1.64222669972331e-05,0.3288395453343907,0.003284652583182368,0.4666666666666667,6
CDC42BPA,0.005627009646302251,0.00013869439490342785,0.3154158215010142,0.0016490336416023197,0.42857142857142855,7
CDC42BPB,0.007234726688102894,0.00031066957692954495,0.337584803256445,0.004708691776658321,0.3055555555555556,9
CDH10,0.028135048231511254,0.0021897808521912196,0.38681592039800994,0.017839694260776494,0.35126050420168065,35
CDH11,0.013665594855305467,0.00037012480922074585,0.35512417927490725,0.00646612076158179,0.39705882352941174,17
CDH13,0.014469453376205787,0.0004662958438351752,0.3678296865759905,0.008038997138034356,0.3333333333333333,18
CDH2,0.0522508038585209,0.0039555650954184625,0.4308971250432975,0.0463620936276922,0.21009615384615385,65
CDH22,0.008038585209003215,2.0991336297866358e-05,0.3473889974867356,0.00502352046687335,0.8222222222222222,10
CDH8,0.01607717041800643,0.00043368009480400713,0.36870183758150565,0.009250271040309817,0.34210526315789475,20
CDH9,0.027331189710610933,0.0007701541464738356,0.3834771886559803,0.017446615320774822,0.39037433155080214,34
CDK13,0.01607717041800643,0.0008125975093655369,0.36674528301886794,0.016121457784585236,0.37894736842105264,20
CDK16,0.007234726688102894,0.00012007131062950936,0.338411316648531,0.0045816096506211745,0.1388888888888889,9
CDK19,0.012861736334405145,0.00010309242309603669,0.3511148744002258,0.01436729827099283,0.5583333333333333,16
CDK5RAP2,0.007234726688102894,8.110617732884884e-05,0.31718510963793983,0.0013011416187432283,0.3055555555555556,9
CDK8,0.02170418006430868,0.00042805815408544437,0.3803118312442678,0.030242476096809107,0.4472934472934473,27
CDKL5,0.04662379421221865,0.003301234986466742,0.41661085063630277,0.03656440964661317,0.2673926194797338,58
CDON,0.006430868167202572,7.860531464920153e-05,0.3501266535322263,0.00524270351853636,0.42857142857142855,8
CECR2,0.01607717041800643,0.00011980716116433429,0.3424167354803193,0.018394823800225515,0.4,20
CELF2,0.012057877813504822,0.0003047680618682663,0.34517203107658156,0.005992362658103832,0.2761904761904762,15
CELF4,0.00482315112540193,1.949311374138208e-05,0.31092226943264184,0.001473973123694804,0.4,6
CELF6,0.0008038585209003215,0.0,0.2847985347985348,0.0004201631779686765,0.0,1
CEP135,0.01045016077170418,0.0009087690006817856,0.31971215625803134,0.0011612176912012355,0.15384615384615385,13
CEP290,0.011254019292604502,0.0009183717338944877,0.32745459331403,0.0016361082971025327,0.1978021978021978,14
CEP41,0.003215434083601286,0.0009567597763707238,0.28043282236248873,0.0001758800750191483,0.5,4
CERT1,0.001607717041800643,0.0,0.27334651724895626,0.00037126192536855257,1.0,2
CGNL1,0.0040192926045016075,7.691294902214017e-05,0.3028237585199611,0.0006765852181883642,0.1,5
CHAMP1,0.00482315112540193,3.482425183547755e-05,0.32395833333333335,0.004045938519008449,0.5333333333333333,6
CHD1,0.05466237942122187,0.0010597610707048376,0.39580019090041363,0.07526448322444015,0.36830553116769094,68
CHD2,0.005627009646302251,3.1239213413094147e-07,0.3213639886334281,0.007996209375760713,0.9047619047619048,7
CHD3,0.04903536977491962,0.002509712694995116,0.4044213263979194,0.05994929818917512,0.30218579234972676,61
